,result,table,_start,_stop,_time,_value,_field,_measurement,eth_block,host,pol_block
,,387,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:20:00Z,2,delta,delta_blocks,14462866,xmev-capture,14462866
,,388,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:50:00Z,2,delta,delta_blocks,14460830,xmev-capture,14460830
,,389,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:10:00Z,1,delta,delta_blocks,14462543,xmev-capture,14462543
,,390,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:10:00Z,2,delta,delta_blocks,14461448,xmev-capture,14461447
,,391,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:10:00Z,1,delta,delta_blocks,14462237,xmev-capture,14462236
,,392,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:20:00Z,0,delta,delta_blocks,14460711,xmev-capture,14460710
,,393,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:30:00Z,1,delta,delta_blocks,14462080,xmev-capture,14462080
,,394,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:30:00Z,0,delta,delta_blocks,14461276,xmev-capture,14461276
,,395,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:00:00Z,1,delta,delta_blocks,14461437,xmev-capture,14461437
,,396,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:30:00Z,0,delta,delta_blocks,14461816,xmev-capture,14461814
,,397,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:50:00Z,1,delta,delta_blocks,14461887,xmev-capture,14461886
,,398,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:30:00Z,2,delta,delta_blocks,14462085,xmev-capture,14462084
,,399,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:00:00Z,0,delta,delta_blocks,14462205,xmev-capture,14462204
,,400,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:00:00Z,0,delta,delta_blocks,14461680,xmev-capture,14461679
,,401,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:50:00Z,0,delta,delta_blocks,14460578,xmev-capture,14460577
,,402,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:10:00Z,2,delta,delta_blocks,14462232,xmev-capture,14462232
,,403,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:50:00Z,1,delta,delta_blocks,14461888,xmev-capture,14461887
,,404,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:00:00Z,1,delta,delta_blocks,14460898,xmev-capture,14460898
,,405,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:30:00Z,1,delta,delta_blocks,14461828,xmev-capture,14461828
,,406,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:20:00Z,1,delta,delta_blocks,14461774,xmev-capture,14461773
,,407,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:30:00Z,0,delta,delta_blocks,14461800,xmev-capture,14461799
,,408,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:30:00Z,1,delta,delta_blocks,14461004,xmev-capture,14461003
,,409,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:50:00Z,0,delta,delta_blocks,14461104,xmev-capture,14461102
,,410,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:20:00Z,0,delta,delta_blocks,14462048,xmev-capture,14462047
,,411,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:00:00Z,2,delta,delta_blocks,14461149,xmev-capture,14461149
,,412,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:10:00Z,0,delta,delta_blocks,14462265,xmev-capture,14462264
,,413,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:30:00Z,1,delta,delta_blocks,14462604,xmev-capture,14462603
,,414,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:40:00Z,3,delta,delta_blocks,14460567,xmev-capture,14460567
,,415,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:30:00Z,1,delta,delta_blocks,14462912,xmev-capture,14462911
,,416,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:40:00Z,0,delta,delta_blocks,14460787,xmev-capture,14460785
,,417,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:00:00Z,1,delta,delta_blocks,14460654,xmev-capture,14460653
,,418,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:40:00Z,2,delta,delta_blocks,14462944,xmev-capture,14462943
,,419,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:30:00Z,1,delta,delta_blocks,14462325,xmev-capture,14462324
,,420,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:10:00Z,1,delta,delta_blocks,14461702,xmev-capture,14461701
,,421,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:50:00Z,0,delta,delta_blocks,14462148,xmev-capture,14462147
,,422,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:10:00Z,1,delta,delta_blocks,14460921,xmev-capture,14460920
,,423,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:30:00Z,1,delta,delta_blocks,14461262,xmev-capture,14461261
,,424,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:20:00Z,1,delta,delta_blocks,14460957,xmev-capture,14460956
,,425,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:00:00Z,1,delta,delta_blocks,14462754,xmev-capture,14462753
,,426,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:10:00Z,1,delta,delta_blocks,14461166,xmev-capture,14461165
,,427,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:10:00Z,1,delta,delta_blocks,14462272,xmev-capture,14462271
,,428,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:10:00Z,1,delta,delta_blocks,14460661,xmev-capture,14460660
,,429,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:50:00Z,1,delta,delta_blocks,14460861,xmev-capture,14460860
,,430,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:20:00Z,0,delta,delta_blocks,14460963,xmev-capture,14460961
,,431,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:20:00Z,2,delta,delta_blocks,14461235,xmev-capture,14461235
,,432,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:00:00Z,1,delta,delta_blocks,14460864,xmev-capture,14460863
,,433,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:00:00Z,3,delta,delta_blocks,14461414,xmev-capture,14461415
,,434,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:40:00Z,0,delta,delta_blocks,14460566,xmev-capture,14460564
,,435,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:50:00Z,1,delta,delta_blocks,14460584,xmev-capture,14460583
,,436,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:30:00Z,0,delta,delta_blocks,14461031,xmev-capture,14461029
,,437,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:30:00Z,0,delta,delta_blocks,14460762,xmev-capture,14460761
,,438,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:40:00Z,2,delta,delta_blocks,14460562,xmev-capture,14460563
,,439,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:50:00Z,2,delta,delta_blocks,14460824,xmev-capture,14460824
,,440,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:10:00Z,1,delta,delta_blocks,14461711,xmev-capture,14461711
,,441,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:00:00Z,0,delta,delta_blocks,14462210,xmev-capture,14462209
,,442,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:50:00Z,1,delta,delta_blocks,14460858,xmev-capture,14460857
,,443,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:20:00Z,1,delta,delta_blocks,14461757,xmev-capture,14461756
,,444,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:40:00Z,2,delta,delta_blocks,14460781,xmev-capture,14460780
,,445,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:30:00Z,1,delta,delta_blocks,14458092,xmev-capture,14458091
,,446,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:50:00Z,0,delta,delta_blocks,14461371,xmev-capture,14461370
,,447,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:20:00Z,0,delta,delta_blocks,14461229,xmev-capture,14461227
,,448,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:50:00Z,1,delta,delta_blocks,14461110,xmev-capture,14461109
,,449,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:40:00Z,3,delta,delta_blocks,14462679,xmev-capture,14462680
,,450,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:10:00Z,0,delta,delta_blocks,14461710,xmev-capture,14461710
,,451,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:30:00Z,0,delta,delta_blocks,14461791,xmev-capture,14461790
,,452,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:00:00Z,1,delta,delta_blocks,14462764,xmev-capture,14462763
,,453,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:00:00Z,2,delta,delta_blocks,14462759,xmev-capture,14462759
,,454,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:20:00Z,1,delta,delta_blocks,14460703,xmev-capture,14460703
,,455,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:40:00Z,0,delta,delta_blocks,14462662,xmev-capture,14462661
,,456,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:40:00Z,1,delta,delta_blocks,14462118,xmev-capture,14462117
,,457,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:30:00Z,1,delta,delta_blocks,14460756,xmev-capture,14460755
,,458,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:50:00Z,0,delta,delta_blocks,14461385,xmev-capture,14461384
,,459,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:30:00Z,1,delta,delta_blocks,14462911,xmev-capture,14462910
,,460,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:30:00Z,0,delta,delta_blocks,14461305,xmev-capture,14461304
,,461,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:10:00Z,2,delta,delta_blocks,14461988,xmev-capture,14461988
,,462,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:50:00Z,1,delta,delta_blocks,14462157,xmev-capture,14462156
,,463,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:30:00Z,1,delta,delta_blocks,14461033,xmev-capture,14461032
,,464,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:10:00Z,2,delta,delta_blocks,14462251,xmev-capture,14462251
,,465,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:10:00Z,1,delta,delta_blocks,14461739,xmev-capture,14461739
,,466,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:20:00Z,1,delta,delta_blocks,14462274,xmev-capture,14462273
,,467,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:50:00Z,1,delta,delta_blocks,14462414,xmev-capture,14462414
,,468,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:20:00Z,2,delta,delta_blocks,14461516,xmev-capture,14461516
,,469,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:00:00Z,2,delta,delta_blocks,14461959,xmev-capture,14461959
,,470,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:10:00Z,1,delta,delta_blocks,14461708,xmev-capture,14461707
,,471,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:40:00Z,1,delta,delta_blocks,14462119,xmev-capture,14462118
,,472,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:10:00Z,1,delta,delta_blocks,14461185,xmev-capture,14461184
,,473,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:20:00Z,0,delta,delta_blocks,14461222,xmev-capture,14461221
,,474,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:50:00Z,2,delta,delta_blocks,14462696,xmev-capture,14462695
,,475,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:10:00Z,1,delta,delta_blocks,14461192,xmev-capture,14461191
,,476,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:50:00Z,0,delta,delta_blocks,14460608,xmev-capture,14460607
,,477,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:20:00Z,0,delta,delta_blocks,14462317,xmev-capture,14462315
,,478,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:20:00Z,1,delta,delta_blocks,14462598,xmev-capture,14462597
,,479,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:10:00Z,0,delta,delta_blocks,14460923,xmev-capture,14460922
,,480,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:40:00Z,2,delta,delta_blocks,14461310,xmev-capture,14461310
,,481,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:50:00Z,1,delta,delta_blocks,14462967,xmev-capture,14462966
,,482,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:10:00Z,4,delta,delta_blocks,14460689,xmev-capture,14460689
,,483,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:20:00Z,2,delta,delta_blocks,14462566,xmev-capture,14462566
,,484,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:30:00Z,1,delta,delta_blocks,14462335,xmev-capture,14462334
,,485,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:20:00Z,1,delta,delta_blocks,14462842,xmev-capture,14462841
,,486,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:40:00Z,1,delta,delta_blocks,14460542,xmev-capture,14460541
,,487,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:20:00Z,0,delta,delta_blocks,14462593,xmev-capture,14462592
,,488,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:20:00Z,1,delta,delta_blocks,14462565,xmev-capture,14462564
,,489,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:40:00Z,1,delta,delta_blocks,14462650,xmev-capture,14462649
,,490,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:40:00Z,1,delta,delta_blocks,14462675,xmev-capture,14462674
,,491,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:50:00Z,1,delta,delta_blocks,14461095,xmev-capture,14461094
,,492,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:10:00Z,1,delta,delta_blocks,14462533,xmev-capture,14462532
,,493,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:00:00Z,2,delta,delta_blocks,14460614,xmev-capture,14460613
,,494,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:50:00Z,2,delta,delta_blocks,14462166,xmev-capture,14462166
,,495,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:10:00Z,0,delta,delta_blocks,14461999,xmev-capture,14461998
,,496,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:20:00Z,1,delta,delta_blocks,14460967,xmev-capture,14460967
,,497,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:00:00Z,1,delta,delta_blocks,14460616,xmev-capture,14460616
,,498,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:20:00Z,2,delta,delta_blocks,14460976,xmev-capture,14460975
,,499,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:00:00Z,0,delta,delta_blocks,14461415,xmev-capture,14461415
,,500,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:10:00Z,2,delta,delta_blocks,14461998,xmev-capture,14461998
,,501,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:40:00Z,1,delta,delta_blocks,14460814,xmev-capture,14460813
,,502,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:10:00Z,3,delta,delta_blocks,14462000,xmev-capture,14462001
,,503,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:50:00Z,1,delta,delta_blocks,14461097,xmev-capture,14461097
,,504,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:00:00Z,1,delta,delta_blocks,14462203,xmev-capture,14462202
,,505,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:10:00Z,2,delta,delta_blocks,14462805,xmev-capture,14462804
,,506,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:10:00Z,2,delta,delta_blocks,14461717,xmev-capture,14461716
,,507,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:10:00Z,1,delta,delta_blocks,14461985,xmev-capture,14461984
,,508,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:00:00Z,1,delta,delta_blocks,14461912,xmev-capture,14461912
,,509,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:40:00Z,1,delta,delta_blocks,14458106,xmev-capture,14458106
,,510,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:50:00Z,0,delta,delta_blocks,14462161,xmev-capture,14462159
,,511,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:10:00Z,0,delta,delta_blocks,14461463,xmev-capture,14461462
,,512,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:30:00Z,1,delta,delta_blocks,14461551,xmev-capture,14461550
,,513,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:40:00Z,1,delta,delta_blocks,14461327,xmev-capture,14461326
,,514,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:20:00Z,1,delta,delta_blocks,14462284,xmev-capture,14462283
,,515,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:10:00Z,0,delta,delta_blocks,14461740,xmev-capture,14461739
,,516,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:30:00Z,1,delta,delta_blocks,14462885,xmev-capture,14462884
,,517,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:00:00Z,2,delta,delta_blocks,14462490,xmev-capture,14462490
,,518,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:50:00Z,1,delta,delta_blocks,14460573,xmev-capture,14460572
,,519,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:20:00Z,2,delta,delta_blocks,14462833,xmev-capture,14462832
,,520,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:40:00Z,2,delta,delta_blocks,14462405,xmev-capture,14462405
,,521,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:30:00Z,2,delta,delta_blocks,14461559,xmev-capture,14461559
,,522,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:20:00Z,1,delta,delta_blocks,14461247,xmev-capture,14461246
,,523,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:10:00Z,0,delta,delta_blocks,14460659,xmev-capture,14460658
,,524,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:40:00Z,0,delta,delta_blocks,14461569,xmev-capture,14461567
,,525,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:40:00Z,1,delta,delta_blocks,14462382,xmev-capture,14462382
,,526,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:50:00Z,3,delta,delta_blocks,14462431,xmev-capture,14462430
,,527,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:30:00Z,0,delta,delta_blocks,14461035,xmev-capture,14461033
,,528,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T16:00:00Z,1,delta,delta_blocks,14462738,xmev-capture,14462737
,,529,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:00:00Z,0,delta,delta_blocks,14462215,xmev-capture,14462214
,,530,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:40:00Z,0,delta,delta_blocks,14461844,xmev-capture,14461843
,,531,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:20:00Z,1,delta,delta_blocks,14462560,xmev-capture,14462559
,,532,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:00:00Z,1,delta,delta_blocks,14461690,xmev-capture,14461689
,,533,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:20:00Z,2,delta,delta_blocks,14460709,xmev-capture,14460709
,,534,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:50:00Z,2,delta,delta_blocks,14462172,xmev-capture,14462171
,,535,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:50:00Z,1,delta,delta_blocks,14462165,xmev-capture,14462164
,,536,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:00:00Z,1,delta,delta_blocks,14461420,xmev-capture,14461419
,,537,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:20:00Z,1,delta,delta_blocks,14461486,xmev-capture,14461485
,,538,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:20:00Z,1,delta,delta_blocks,14461524,xmev-capture,14461524
,,539,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:10:00Z,1,delta,delta_blocks,14461170,xmev-capture,14461169
,,540,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:30:00Z,1,delta,delta_blocks,14460752,xmev-capture,14460751
,,541,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:40:00Z,1,delta,delta_blocks,14462654,xmev-capture,14462653
,,542,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:50:00Z,2,delta,delta_blocks,14460599,xmev-capture,14460598
,,543,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:00:00Z,1,delta,delta_blocks,14461439,xmev-capture,14461439
,,544,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:20:00Z,0,delta,delta_blocks,14461254,xmev-capture,14461253
,,545,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:00:00Z,2,delta,delta_blocks,14460915,xmev-capture,14460914
,,546,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:30:00Z,1,delta,delta_blocks,14461296,xmev-capture,14461295
,,547,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:30:00Z,2,delta,delta_blocks,14461547,xmev-capture,14461547
,,548,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:30:00Z,0,delta,delta_blocks,14462607,xmev-capture,14462606
,,549,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:40:00Z,1,delta,delta_blocks,14461047,xmev-capture,14461046
,,550,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:50:00Z,0,delta,delta_blocks,14461614,xmev-capture,14461614
,,551,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:10:00Z,1,delta,delta_blocks,14461473,xmev-capture,14461472
,,552,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:30:00Z,1,delta,delta_blocks,14462640,xmev-capture,14462639
