,result,table,_start,_stop,_time,_value,_field,_measurement,eth_block,host,pol_block
,,45,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:30:00Z,0,delta,delta_blocks,14458077,xmev-capture,14458076
,,46,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:00:00Z,0,delta,delta_blocks,14460910,xmev-capture,14460910
,,47,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:00:00Z,1,delta,delta_blocks,14460881,xmev-capture,14460880
,,48,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:00:00Z,1,delta,delta_blocks,14460905,xmev-capture,14460904
,,49,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:50:00Z,0,delta,delta_blocks,14461391,xmev-capture,14461390
,,50,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:30:00Z,0,delta,delta_blocks,14458095,xmev-capture,14458094
,,51,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:40:00Z,0,delta,delta_blocks,14460544,xmev-capture,14460543
,,52,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:10:00Z,1,delta,delta_blocks,14461203,xmev-capture,14461202
,,53,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:30:00Z,0,delta,delta_blocks,14458071,xmev-capture,14458070
,,54,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:40:00Z,1,delta,delta_blocks,14461346,xmev-capture,14461345
,,55,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:00:00Z,1,delta,delta_blocks,14460620,xmev-capture,14460619
,,56,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:10:00Z,0,delta,delta_blocks,14461977,xmev-capture,14461976
,,57,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:30:00Z,2,delta,delta_blocks,14461015,xmev-capture,14461015
,,58,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:40:00Z,2,delta,delta_blocks,14460785,xmev-capture,14460785
,,59,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:40:00Z,1,delta,delta_blocks,14458102,xmev-capture,14458102
,,60,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:50:00Z,0,delta,delta_blocks,14460598,xmev-capture,14460596
,,61,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:30:00Z,0,delta,delta_blocks,14458060,xmev-capture,14458058
,,62,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:50:00Z,0,delta,delta_blocks,14460572,xmev-capture,14460571
,,63,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:00:00Z,1,delta,delta_blocks,14460618,xmev-capture,14460617
,,64,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:40:00Z,1,delta,delta_blocks,14461063,xmev-capture,14461063
,,65,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:30:00Z,0,delta,delta_blocks,14460766,xmev-capture,14460765
,,66,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:00:00Z,0,delta,delta_blocks,14460652,xmev-capture,14460651
,,67,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:40:00Z,0,delta,delta_blocks,14460776,xmev-capture,14460776
,,68,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:00:00Z,2,delta,delta_blocks,14460908,xmev-capture,14460908
,,69,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:40:00Z,2,delta,delta_blocks,14458098,xmev-capture,14458098
,,70,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:30:00Z,1,delta,delta_blocks,14462076,xmev-capture,14462075
,,71,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:40:00Z,0,delta,delta_blocks,14461314,xmev-capture,14461314
,,72,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:10:00Z,1,delta,delta_blocks,14461703,xmev-capture,14461702
,,73,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:00:00Z,2,delta,delta_blocks,14460639,xmev-capture,14460639
,,74,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:30:00Z,1,delta,delta_blocks,14460754,xmev-capture,14460753
,,75,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:30:00Z,2,delta,delta_blocks,14461807,xmev-capture,14461807
,,76,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:20:00Z,2,delta,delta_blocks,14460724,xmev-capture,14460724
,,77,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:30:00Z,1,delta,delta_blocks,14458054,xmev-capture,14458053
,,78,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:00:00Z,1,delta,delta_blocks,14461438,xmev-capture,14461438
,,79,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:30:00Z,1,delta,delta_blocks,14461021,xmev-capture,14461020
,,80,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:40:00Z,0,delta,delta_blocks,14461595,xmev-capture,14461594
,,81,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:40:00Z,0,delta,delta_blocks,14460804,xmev-capture,14460802
,,82,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:30:00Z,0,delta,delta_blocks,14462361,xmev-capture,14462360
,,83,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:30:00Z,2,delta,delta_blocks,14458074,xmev-capture,14458074
,,84,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:10:00Z,1,delta,delta_blocks,14460664,xmev-capture,14460663
,,85,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:00:00Z,2,delta,delta_blocks,14462479,xmev-capture,14462479
,,86,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:50:00Z,1,delta,delta_blocks,14460585,xmev-capture,14460584
,,87,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:10:00Z,1,delta,delta_blocks,14462245,xmev-capture,14462244
,,88,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:30:00Z,1,delta,delta_blocks,14458078,xmev-capture,14458077
,,89,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:40:00Z,2,delta,delta_blocks,14461870,xmev-capture,14461870
,,90,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:20:00Z,0,delta,delta_blocks,14461759,xmev-capture,14461758
,,91,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:10:00Z,2,delta,delta_blocks,14460685,xmev-capture,14460684
,,92,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:10:00Z,1,delta,delta_blocks,14461175,xmev-capture,14461174
,,93,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:30:00Z,0,delta,delta_blocks,14458090,xmev-capture,14458088
,,94,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:00:00Z,2,delta,delta_blocks,14461141,xmev-capture,14461141
,,95,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:00:00Z,1,delta,delta_blocks,14460871,xmev-capture,14460870
,,96,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:40:00Z,2,delta,delta_blocks,14461048,xmev-capture,14461048
,,97,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:20:00Z,1,delta,delta_blocks,14461226,xmev-capture,14461225
,,98,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:00:00Z,0,delta,delta_blocks,14460912,xmev-capture,14460910
,,99,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:40:00Z,0,delta,delta_blocks,14461053,xmev-capture,14461053
,,100,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:00:00Z,1,delta,delta_blocks,14460863,xmev-capture,14460862
,,101,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:50:00Z,1,delta,delta_blocks,14460856,xmev-capture,14460855
,,102,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:40:00Z,1,delta,delta_blocks,14458104,xmev-capture,14458103
,,103,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:40:00Z,0,delta,delta_blocks,14460565,xmev-capture,14460564
,,104,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:40:00Z,2,delta,delta_blocks,14461339,xmev-capture,14461339
,,105,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:50:00Z,1,delta,delta_blocks,14461635,xmev-capture,14461634
,,106,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:20:00Z,2,delta,delta_blocks,14461790,xmev-capture,14461790
,,107,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:10:00Z,2,delta,delta_blocks,14460922,xmev-capture,14460922
,,108,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:50:00Z,1,delta,delta_blocks,14460829,xmev-capture,14460828
,,109,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:10:00Z,0,delta,delta_blocks,14460928,xmev-capture,14460927
,,110,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:50:00Z,1,delta,delta_blocks,14461622,xmev-capture,14461622
,,111,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:20:00Z,0,delta,delta_blocks,14460979,xmev-capture,14460978
,,112,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:20:00Z,1,delta,delta_blocks,14461228,xmev-capture,14461227
,,113,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:10:00Z,1,delta,delta_blocks,14462002,xmev-capture,14462002
,,114,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:40:00Z,0,delta,delta_blocks,14461088,xmev-capture,14461087
,,115,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:00:00Z,0,delta,delta_blocks,14461407,xmev-capture,14461405
,,116,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:50:00Z,1,delta,delta_blocks,14461368,xmev-capture,14461367
,,117,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:20:00Z,1,delta,delta_blocks,14460708,xmev-capture,14460707
,,118,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:20:00Z,3,delta,delta_blocks,14461528,xmev-capture,14461529
,,119,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:50:00Z,1,delta,delta_blocks,14460846,xmev-capture,14460845
,,120,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:30:00Z,1,delta,delta_blocks,14462077,xmev-capture,14462076
,,121,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:30:00Z,0,delta,delta_blocks,14461534,xmev-capture,14461533
,,122,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:50:00Z,1,delta,delta_blocks,14460833,xmev-capture,14460832
,,123,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:30:00Z,1,delta,delta_blocks,14461039,xmev-capture,14461039
,,124,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:30:00Z,1,delta,delta_blocks,14460753,xmev-capture,14460752
,,125,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:40:00Z,1,delta,delta_blocks,14458096,xmev-capture,14458095
,,126,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:00:00Z,2,delta,delta_blocks,14461408,xmev-capture,14461407
,,127,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:10:00Z,0,delta,delta_blocks,14460684,xmev-capture,14460682
,,128,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:50:00Z,1,delta,delta_blocks,14461620,xmev-capture,14461619
,,129,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:50:00Z,1,delta,delta_blocks,14461101,xmev-capture,14461100
,,130,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:20:00Z,2,delta,delta_blocks,14461251,xmev-capture,14461250
,,131,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:00:00Z,3,delta,delta_blocks,14461944,xmev-capture,14461944
,,132,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:10:00Z,2,delta,delta_blocks,14460950,xmev-capture,14460950
,,133,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:40:00Z,0,delta,delta_blocks,14461316,xmev-capture,14461315
,,134,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:20:00Z,3,delta,delta_blocks,14460965,xmev-capture,14460966
,,135,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:10:00Z,0,delta,delta_blocks,14461725,xmev-capture,14461723
,,136,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:20:00Z,0,delta,delta_blocks,14462014,xmev-capture,14462013
,,137,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:00:00Z,3,delta,delta_blocks,14460875,xmev-capture,14460875
,,138,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:50:00Z,2,delta,delta_blocks,14460842,xmev-capture,14460842
,,139,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:50:00Z,0,delta,delta_blocks,14461395,xmev-capture,14461394
,,140,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:20:00Z,0,delta,delta_blocks,14460974,xmev-capture,14460973
,,141,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:00:00Z,2,delta,delta_blocks,14461135,xmev-capture,14461135
,,142,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:30:00Z,0,delta,delta_blocks,14458053,xmev-capture,14458052
,,143,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:00:00Z,0,delta,delta_blocks,14462222,xmev-capture,14462221
,,144,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:30:00Z,1,delta,delta_blocks,14461263,xmev-capture,14461262
,,145,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:50:00Z,0,delta,delta_blocks,14460836,xmev-capture,14460834
,,146,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:50:00Z,1,delta,delta_blocks,14462454,xmev-capture,14462453
,,147,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:40:00Z,0,delta,delta_blocks,14461331,xmev-capture,14461330
,,148,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:30:00Z,1,delta,delta_blocks,14461292,xmev-capture,14461291
,,149,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:30:00Z,0,delta,delta_blocks,14458075,xmev-capture,14458074
,,150,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:10:00Z,1,delta,delta_blocks,14460660,xmev-capture,14460659
,,151,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:00:00Z,1,delta,delta_blocks,14462469,xmev-capture,14462468
,,152,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:30:00Z,1,delta,delta_blocks,14461537,xmev-capture,14461537
,,153,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:20:00Z,2,delta,delta_blocks,14460718,xmev-capture,14460718
,,154,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:10:00Z,2,delta,delta_blocks,14462547,xmev-capture,14462546
,,155,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:00:00Z,1,delta,delta_blocks,14462484,xmev-capture,14462483
,,156,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-25T22:40:00Z,1,delta,delta_blocks,14458113,xmev-capture,14458112
,,157,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:10:00Z,1,delta,delta_blocks,14461191,xmev-capture,14461190
,,158,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:00:00Z,0,delta,delta_blocks,14461687,xmev-capture,14461685
,,159,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:30:00Z,1,delta,delta_blocks,14461281,xmev-capture,14461281
,,160,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:00:00Z,1,delta,delta_blocks,14461157,xmev-capture,14461156
,,161,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:00:00Z,1,delta,delta_blocks,14461669,xmev-capture,14461668
,,162,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:00:00Z,1,delta,delta_blocks,14460918,xmev-capture,14460917
,,163,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:00:00Z,1,delta,delta_blocks,14461144,xmev-capture,14461143
,,164,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T07:50:00Z,1,delta,delta_blocks,14460582,xmev-capture,14460581
,,165,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:40:00Z,2,delta,delta_blocks,14461045,xmev-capture,14461045
,,166,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:10:00Z,1,delta,delta_blocks,14460672,xmev-capture,14460671
,,167,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:40:00Z,2,delta,delta_blocks,14461086,xmev-capture,14461087
,,168,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:40:00Z,3,delta,delta_blocks,14461841,xmev-capture,14461842
,,169,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:40:00Z,2,delta,delta_blocks,14461308,xmev-capture,14461308
,,170,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:00:00Z,1,delta,delta_blocks,14461143,xmev-capture,14461142
,,171,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:40:00Z,3,delta,delta_blocks,14461873,xmev-capture,14461873
,,172,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:50:00Z,1,delta,delta_blocks,14461102,xmev-capture,14461101
,,173,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:40:00Z,1,delta,delta_blocks,14461342,xmev-capture,14461341
,,174,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:20:00Z,2,delta,delta_blocks,14461756,xmev-capture,14461755
,,175,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:50:00Z,1,delta,delta_blocks,14461108,xmev-capture,14461107
,,176,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:20:00Z,1,delta,delta_blocks,14460990,xmev-capture,14460989
,,177,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:10:00Z,0,delta,delta_blocks,14461180,xmev-capture,14461179
,,178,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:20:00Z,0,delta,delta_blocks,14462297,xmev-capture,14462296
,,179,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:50:00Z,0,delta,delta_blocks,14461626,xmev-capture,14461624
,,180,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:20:00Z,1,delta,delta_blocks,14461527,xmev-capture,14461526
,,181,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:20:00Z,2,delta,delta_blocks,14460713,xmev-capture,14460712
,,182,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:00:00Z,1,delta,delta_blocks,14461951,xmev-capture,14461950
,,183,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:10:00Z,2,delta,delta_blocks,14462260,xmev-capture,14462259
,,184,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:20:00Z,3,delta,delta_blocks,14460973,xmev-capture,14460973
,,185,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:00:00Z,1,delta,delta_blocks,14461661,xmev-capture,14461661
,,186,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:10:00Z,2,delta,delta_blocks,14460938,xmev-capture,14460938
,,187,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:40:00Z,1,delta,delta_blocks,14461062,xmev-capture,14461062
,,188,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:20:00Z,3,delta,delta_blocks,14461243,xmev-capture,14461244
,,189,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:40:00Z,0,delta,delta_blocks,14461606,xmev-capture,14461605
,,190,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T08:40:00Z,2,delta,delta_blocks,14460795,xmev-capture,14460794
,,191,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:20:00Z,0,delta,delta_blocks,14460961,xmev-capture,14460960
,,192,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T12:10:00Z,0,delta,delta_blocks,14461722,xmev-capture,14461721
,,193,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:10:00Z,0,delta,delta_blocks,14461174,xmev-capture,14461173
,,194,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:40:00Z,0,delta,delta_blocks,14461592,xmev-capture,14461591
,,195,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:40:00Z,1,delta,delta_blocks,14461043,xmev-capture,14461042
,,196,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:30:00Z,1,delta,delta_blocks,14461009,xmev-capture,14461008
,,197,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:40:00Z,2,delta,delta_blocks,14461353,xmev-capture,14461353
,,198,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:20:00Z,2,delta,delta_blocks,14462286,xmev-capture,14462286
,,199,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:10:00Z,0,delta,delta_blocks,14461477,xmev-capture,14461476
,,200,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:50:00Z,0,delta,delta_blocks,14462453,xmev-capture,14462452
,,201,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:20:00Z,0,delta,delta_blocks,14461220,xmev-capture,14461219
,,202,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:50:00Z,0,delta,delta_blocks,14461609,xmev-capture,14461607
,,203,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T11:30:00Z,0,delta,delta_blocks,14461548,xmev-capture,14461547
,,204,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T10:00:00Z,1,delta,delta_blocks,14461165,xmev-capture,14461164
,,205,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T14:00:00Z,1,delta,delta_blocks,14462208,xmev-capture,14462207
,,206,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T13:20:00Z,1,delta,delta_blocks,14462009,xmev-capture,14462008
,,207,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T09:30:00Z,1,delta,delta_blocks,14461037,xmev-capture,14461036
,,208,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:20:00Z,1,delta,delta_blocks,14462572,xmev-capture,14462571
,,209,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:20:00Z,0,delta,delta_blocks,14462567,xmev-capture,14462566
,,210,2022-03-25T16:06:12.457697917Z,2022-03-27T16:06:12.457697917Z,2022-03-26T15:40:00Z,1,delta,delta_blocks,14462670,xmev-capture,14462669
