,result,table,_start,_stop,_time,_value,_field,_measurement,host,timestamp
,,40,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:10:00Z,-37,delta,delta_block_time,xmev-capture,1648454982936
,,41,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:41:00Z,10,delta,delta_block_time,xmev-capture,1648460422877
,,42,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:31:00Z,-26,delta,delta_block_time,xmev-capture,1648456207827
,,43,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:11:00Z,-19,delta,delta_block_time,xmev-capture,1648455018951
,,44,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:21:00Z,-39,delta,delta_block_time,xmev-capture,1648455619396
,,45,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:03:00Z,-31,delta,delta_block_time,xmev-capture,1648458145240
,,46,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:27:00Z,-10,delta,delta_block_time,xmev-capture,1648456011707
,,47,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:25:00Z,-40,delta,delta_block_time,xmev-capture,1648459494177
,,48,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:44:00Z,-17,delta,delta_block_time,xmev-capture,1648453425813
,,49,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:39:00Z,-64,delta,delta_block_time,xmev-capture,1648456684172
,,50,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:13:00Z,-37,delta,delta_block_time,xmev-capture,1648458741669
,,51,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:24:00Z,-18,delta,delta_block_time,xmev-capture,1648455819562
,,52,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:42:00Z,-27,delta,delta_block_time,xmev-capture,1648456860288
,,53,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:10:00Z,-23,delta,delta_block_time,xmev-capture,1648454966930
,,54,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:32:00Z,-32,delta,delta_block_time,xmev-capture,1648456283900
,,55,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:37:00Z,-20,delta,delta_block_time,xmev-capture,1648452973494
,,56,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:07:00Z,-19,delta,delta_block_time,xmev-capture,1648458389407
,,57,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:36:00Z,-61,delta,delta_block_time,xmev-capture,1648452941459
,,58,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:06:00Z,-43,delta,delta_block_time,xmev-capture,1648458333435
,,59,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:19:00Z,-26,delta,delta_block_time,xmev-capture,1648455531336
,,60,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:17:00Z,-23,delta,delta_block_time,xmev-capture,1648455399233
,,61,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:27:00Z,-33,delta,delta_block_time,xmev-capture,1648455983682
,,62,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:35:00Z,-43,delta,delta_block_time,xmev-capture,1648452865418
,,63,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:47:00Z,10,delta,delta_block_time,xmev-capture,1648453573946
,,64,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:31:00Z,10,delta,delta_block_time,xmev-capture,1648456203854
,,65,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:56:00Z,11,delta,delta_block_time,xmev-capture,1648461319535
,,66,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:09:00Z,-70,delta,delta_block_time,xmev-capture,1648454930880
,,67,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:17:00Z,-20,delta,delta_block_time,xmev-capture,1648455403245
,,68,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:35:00Z,-38,delta,delta_block_time,xmev-capture,1648452849391
,,69,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:41:00Z,-19,delta,delta_block_time,xmev-capture,1648453209679
,,70,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:51:00Z,-26,delta,delta_block_time,xmev-capture,1648457428715
,,71,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:46:00Z,-25,delta,delta_block_time,xmev-capture,1648457120495
,,72,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:34:00Z,-26,delta,delta_block_time,xmev-capture,1648456407978
,,73,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:28:00Z,-20,delta,delta_block_time,xmev-capture,1648456039726
,,74,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:18:00Z,-44,delta,delta_block_time,xmev-capture,1648462656415
,,75,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:58:00Z,3986,delta,delta_block_time,xmev-capture,1648457841014
,,76,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:02:00Z,-27,delta,delta_block_time,xmev-capture,1648458065169
,,77,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:45:00Z,-15,delta,delta_block_time,xmev-capture,1648457056452
,,78,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:39:00Z,-14,delta,delta_block_time,xmev-capture,1648460326777
,,79,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:43:00Z,-11,delta,delta_block_time,xmev-capture,1648453337755
,,80,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:03:00Z,-26,delta,delta_block_time,xmev-capture,1648454546624
,,81,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:07:00Z,-33,delta,delta_block_time,xmev-capture,1648458365403
,,82,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:59:00Z,3971,delta,delta_block_time,xmev-capture,1648457933073
,,83,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:12:00Z,-20,delta,delta_block_time,xmev-capture,1648458677629
,,84,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:49:00Z,-12,delta,delta_block_time,xmev-capture,1648457328626
,,85,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:59:00Z,-32,delta,delta_block_time,xmev-capture,1648454326484
,,86,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:34:00Z,-21,delta,delta_block_time,xmev-capture,1648456403976
,,87,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:31:00Z,10,delta,delta_block_time,xmev-capture,1648459810441
,,88,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:10:00Z,-31,delta,delta_block_time,xmev-capture,1648458581561
,,89,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:00:00Z,-12,delta,delta_block_time,xmev-capture,1648461583669
,,90,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:48:00Z,12,delta,delta_block_time,xmev-capture,1648453629993
,,91,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:35:00Z,-16,delta,delta_block_time,xmev-capture,1648452881433
,,92,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:11:00Z,-12,delta,delta_block_time,xmev-capture,1648458621612
,,93,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:09:00Z,-38,delta,delta_block_time,xmev-capture,1648454894869
,,94,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:59:00Z,17,delta,delta_block_time,xmev-capture,1648454282504
,,95,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:28:00Z,-41,delta,delta_block_time,xmev-capture,1648456035714
,,96,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:47:00Z,8,delta,delta_block_time,xmev-capture,1648457164534
,,97,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:59:00Z,-30,delta,delta_block_time,xmev-capture,1648454294431
,,98,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:13:00Z,-16,delta,delta_block_time,xmev-capture,1648455127036
,,99,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:22:00Z,-17,delta,delta_block_time,xmev-capture,1648455687451
,,100,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:02:00Z,-33,delta,delta_block_time,xmev-capture,1648454478594
,,101,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:58:00Z,-27,delta,delta_block_time,xmev-capture,1648457861049
,,102,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:39:00Z,11,delta,delta_block_time,xmev-capture,1648456700230
,,103,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:37:00Z,-31,delta,delta_block_time,xmev-capture,1648456592104
,,104,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:44:00Z,-18,delta,delta_block_time,xmev-capture,1648453393790
,,105,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:15:00Z,-20,delta,delta_block_time,xmev-capture,1648458881786
,,106,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:05:00Z,-48,delta,delta_block_time,xmev-capture,1648454646702
,,107,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:40:00Z,-12,delta,delta_block_time,xmev-capture,1648453149624
,,108,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:23:00Z,-31,delta,delta_block_time,xmev-capture,1648455767518
,,109,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:53:00Z,-28,delta,delta_block_time,xmev-capture,1648457556810
,,110,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:34:00Z,-29,delta,delta_block_time,xmev-capture,1648460034560
,,111,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:40:00Z,-29,delta,delta_block_time,xmev-capture,1648456784246
,,112,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:35:00Z,9,delta,delta_block_time,xmev-capture,1648456452068
,,113,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:53:00Z,-14,delta,delta_block_time,xmev-capture,1648453970215
,,114,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:51:00Z,-27,delta,delta_block_time,xmev-capture,1648457440710
,,115,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:32:00Z,-17,delta,delta_block_time,xmev-capture,1648452697277
,,116,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:32:00Z,-20,delta,delta_block_time,xmev-capture,1648459918476
,,117,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:11:00Z,-43,delta,delta_block_time,xmev-capture,1648458633593
,,118,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:21:00Z,-24,delta,delta_block_time,xmev-capture,1648455659429
,,119,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:56:00Z,-18,delta,delta_block_time,xmev-capture,1648457756949
,,120,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:42:00Z,-9,delta,delta_block_time,xmev-capture,1648453277707
,,121,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:44:00Z,-21,delta,delta_block_time,xmev-capture,1648456980390
,,122,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:14:00Z,-32,delta,delta_block_time,xmev-capture,1648458781684
,,123,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:57:00Z,-43,delta,delta_block_time,xmev-capture,1648461387525
,,124,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:45:00Z,-23,delta,delta_block_time,xmev-capture,1648457076447
,,125,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:56:00Z,-18,delta,delta_block_time,xmev-capture,1648457708908
,,126,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:54:00Z,-32,delta,delta_block_time,xmev-capture,1648461223426
,,127,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:54:00Z,-30,delta,delta_block_time,xmev-capture,1648457620872
,,128,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:47:00Z,-15,delta,delta_block_time,xmev-capture,1648453561955
,,129,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:23:00Z,-23,delta,delta_block_time,xmev-capture,1648462964625
,,130,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:51:00Z,-11,delta,delta_block_time,xmev-capture,1648457452723
,,131,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:04:00Z,3969,delta,delta_block_time,xmev-capture,1648458193273
,,132,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:31:00Z,-16,delta,delta_block_time,xmev-capture,1648452637442
,,133,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:01:00Z,-53,delta,delta_block_time,xmev-capture,1648458005131
,,134,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:25:00Z,-45,delta,delta_block_time,xmev-capture,1648459442160
,,135,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:53:00Z,-26,delta,delta_block_time,xmev-capture,1648453978222
,,136,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:06:00Z,-24,delta,delta_block_time,xmev-capture,1648458309358
,,137,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:23:00Z,-49,delta,delta_block_time,xmev-capture,1648459374115
,,138,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:19:00Z,-18,delta,delta_block_time,xmev-capture,1648455519353
,,139,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:51:00Z,-35,delta,delta_block_time,xmev-capture,1648461007276
,,140,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:22:00Z,-35,delta,delta_block_time,xmev-capture,1648455719485
,,141,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:48:00Z,3986,delta,delta_block_time,xmev-capture,1648457268592
,,142,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:41:00Z,-11,delta,delta_block_time,xmev-capture,1648453221671
,,143,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:32:00Z,-25,delta,delta_block_time,xmev-capture,1648452665262
,,144,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:00:00Z,-17,delta,delta_block_time,xmev-capture,1648461559667
,,145,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:33:00Z,-38,delta,delta_block_time,xmev-capture,1648452777332
,,146,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:18:00Z,-55,delta,delta_block_time,xmev-capture,1648455431298
,,147,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:55:00Z,-23,delta,delta_block_time,xmev-capture,1648461275449
,,148,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:51:00Z,89,delta,delta_block_time,xmev-capture,1648457432821
,,149,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:14:00Z,-19,delta,delta_block_time,xmev-capture,1648455227121
,,150,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:38:00Z,-20,delta,delta_block_time,xmev-capture,1648453021555
,,151,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:53:00Z,17,delta,delta_block_time,xmev-capture,1648461143410
,,152,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:06:00Z,-51,delta,delta_block_time,xmev-capture,1648461911881
,,153,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:22:00Z,-21,delta,delta_block_time,xmev-capture,1648455683454
,,154,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:05:00Z,-20,delta,delta_block_time,xmev-capture,1648454682736
,,155,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:38:00Z,-31,delta,delta_block_time,xmev-capture,1648453029522
,,156,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:59:00Z,-40,delta,delta_block_time,xmev-capture,1648454338470
,,157,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:14:00Z,-12,delta,delta_block_time,xmev-capture,1648455183099
,,158,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:10:00Z,-42,delta,delta_block_time,xmev-capture,1648458565541
,,159,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:58:00Z,-11,delta,delta_block_time,xmev-capture,1648461435578
,,160,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:24:00Z,-18,delta,delta_block_time,xmev-capture,1648459438136
,,161,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:59:00Z,-45,delta,delta_block_time,xmev-capture,1648457881031
,,162,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:28:00Z,-28,delta,delta_block_time,xmev-capture,1648456047739
,,163,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:55:00Z,10,delta,delta_block_time,xmev-capture,1648457648910
,,164,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:05:00Z,3970,delta,delta_block_time,xmev-capture,1648458265320
,,165,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:38:00Z,9,delta,delta_block_time,xmev-capture,1648453053568
,,166,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:58:00Z,-30,delta,delta_block_time,xmev-capture,1648454262423
,,167,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:12:00Z,15,delta,delta_block_time,xmev-capture,1648455111066
,,168,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:09:00Z,-10,delta,delta_block_time,xmev-capture,1648454898863
,,169,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:30:00Z,-20,delta,delta_block_time,xmev-capture,1648456179829
,,170,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:00:00Z,-31,delta,delta_block_time,xmev-capture,1648454358480
,,171,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:28:00Z,-46,delta,delta_block_time,xmev-capture,1648456051728
,,172,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:16:00Z,3958,delta,delta_block_time,xmev-capture,1648462500300
,,173,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:50:00Z,-19,delta,delta_block_time,xmev-capture,1648457352659
,,174,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:06:00Z,-22,delta,delta_block_time,xmev-capture,1648454714770
,,175,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:11:00Z,-33,delta,delta_block_time,xmev-capture,1648458657597
,,176,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:13:00Z,-20,delta,delta_block_time,xmev-capture,1648462348203
,,177,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:42:00Z,11,delta,delta_block_time,xmev-capture,1648456876331
,,178,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:49:00Z,-29,delta,delta_block_time,xmev-capture,1648457300602
,,179,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:02:00Z,-27,delta,delta_block_time,xmev-capture,1648454506587
,,180,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:40:00Z,-15,delta,delta_block_time,xmev-capture,1648453145611
,,181,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:37:00Z,18,delta,delta_block_time,xmev-capture,1648460178700
,,182,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:37:00Z,-21,delta,delta_block_time,xmev-capture,1648460182675
,,183,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:33:00Z,-39,delta,delta_block_time,xmev-capture,1648456375960
,,184,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:55:00Z,-38,delta,delta_block_time,xmev-capture,1648457660873
,,185,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:23:00Z,-13,delta,delta_block_time,xmev-capture,1648459370099
,,186,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:07:00Z,-15,delta,delta_block_time,xmev-capture,1648454802791
,,187,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:36:00Z,-19,delta,delta_block_time,xmev-capture,1648460142640
,,188,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:19:00Z,-28,delta,delta_block_time,xmev-capture,1648462716451
,,189,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:53:00Z,-33,delta,delta_block_time,xmev-capture,1648453934175
,,190,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:56:00Z,-16,delta,delta_block_time,xmev-capture,1648457740934
,,191,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:38:00Z,-23,delta,delta_block_time,xmev-capture,1648456648152
,,192,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:17:00Z,-16,delta,delta_block_time,xmev-capture,1648458965820
,,193,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:36:00Z,-34,delta,delta_block_time,xmev-capture,1648452913437
,,194,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:54:00Z,-23,delta,delta_block_time,xmev-capture,1648457636863
,,195,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:03:00Z,-15,delta,delta_block_time,xmev-capture,1648461775833
,,196,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:45:00Z,-32,delta,delta_block_time,xmev-capture,1648453453856
,,197,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:52:00Z,-18,delta,delta_block_time,xmev-capture,1648461099358
,,198,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:35:00Z,-74,delta,delta_block_time,xmev-capture,1648460090597
,,199,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:13:00Z,-38,delta,delta_block_time,xmev-capture,1648462328174
,,200,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:35:00Z,-21,delta,delta_block_time,xmev-capture,1648456472027
,,201,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:39:00Z,-8,delta,delta_block_time,xmev-capture,1648453133615
,,202,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:47:00Z,-27,delta,delta_block_time,xmev-capture,1648457216550
,,203,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:28:00Z,-29,delta,delta_block_time,xmev-capture,1648459662297
,,204,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:49:00Z,-12,delta,delta_block_time,xmev-capture,1648453694025
,,205,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:16:00Z,-40,delta,delta_block_time,xmev-capture,1648455351205
,,206,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:42:00Z,-32,delta,delta_block_time,xmev-capture,1648456900329
,,207,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:02:00Z,-15,delta,delta_block_time,xmev-capture,1648458081198
