,result,table,_start,_stop,_time,_value,_field,_measurement,host,timestamp
,,799,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:11:00Z,12,lag,ethereum_lag,xmev-capture,1648458629587
,,800,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:57:00Z,7,lag,polygon_lag,xmev-capture,1648457768979
,,801,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:54:00Z,6,lag,polygon_lag,xmev-capture,1648454038323
,,802,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:31:00Z,12,lag,ethereum_lag,xmev-capture,1648459810441
,,803,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:21:00Z,7,lag,polygon_lag,xmev-capture,1648455631440
,,804,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:42:00Z,2,lag,polygon_lag,xmev-capture,1648460482932
,,805,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:42:00Z,5,lag,polygon_lag,xmev-capture,1648460506935
,,806,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:42:00Z,6,lag,polygon_lag,xmev-capture,1648456912361
,,807,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:12:00Z,7,lag,polygon_lag,xmev-capture,1648455091032
,,808,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:00:00Z,7,lag,polygon_lag,xmev-capture,1648457993147
,,809,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:16:00Z,9,lag,polygon_lag,xmev-capture,1648462508324
,,810,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:34:00Z,4,lag,polygon_lag,xmev-capture,1648460006566
,,811,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:43:00Z,3,lag,polygon_lag,xmev-capture,1648456948403
,,812,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:54:00Z,8,lag,polygon_lag,xmev-capture,1648457596856
,,813,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:15:00Z,9,lag,polygon_lag,xmev-capture,1648462444286
,,814,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:51:00Z,3,lag,polygon_lag,xmev-capture,1648453802104
,,815,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:38:00Z,7,lag,polygon_lag,xmev-capture,1648460242756
,,816,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:23:00Z,5.5,lag,ethereum_lag,xmev-capture,1648459374115
,,817,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:57:00Z,3,lag,polygon_lag,xmev-capture,1648461407580
,,818,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:20:00Z,16,lag,ethereum_lag,xmev-capture,1648459161978
,,819,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:35:00Z,7,lag,polygon_lag,xmev-capture,1648452889449
,,820,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:09:00Z,7,lag,polygon_lag,xmev-capture,1648454886867
,,821,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:56:00Z,10,lag,ethereum_lag,xmev-capture,1648457748951
,,822,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:32:00Z,7,lag,polygon_lag,xmev-capture,1648459898489
,,823,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:23:00Z,10,lag,polygon_lag,xmev-capture,1648459374164
,,824,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:53:00Z,8,lag,polygon_lag,xmev-capture,1648461179406
,,825,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:48:00Z,3,lag,polygon_lag,xmev-capture,1648453670005
,,826,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:11:00Z,7,lag,polygon_lag,xmev-capture,1648458625621
,,827,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:47:00Z,1,lag,polygon_lag,xmev-capture,1648457164526
,,828,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:33:00Z,7,lag,polygon_lag,xmev-capture,1648452733327
,,829,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:12:00Z,7,lag,polygon_lag,xmev-capture,1648455111051
,,830,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:31:00Z,8,lag,polygon_lag,xmev-capture,1648456215881
,,831,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:50:00Z,8,lag,polygon_lag,xmev-capture,1648460951242
,,832,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:32:00Z,3,lag,polygon_lag,xmev-capture,1648452713318
,,833,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:14:00Z,8,lag,polygon_lag,xmev-capture,1648455199107
,,834,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:59:00Z,7,lag,polygon_lag,xmev-capture,1648454298463
,,835,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:14:00Z,6,lag,polygon_lag,xmev-capture,1648462424269
,,836,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:50:00Z,13,lag,ethereum_lag,xmev-capture,1648453790113
,,837,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:59:00Z,9,lag,polygon_lag,xmev-capture,1648457921108
,,838,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:18:00Z,9,lag,polygon_lag,xmev-capture,1648462664469
,,839,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:51:00Z,3,lag,polygon_lag,xmev-capture,1648461035325
,,840,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:46:00Z,16,lag,ethereum_lag,xmev-capture,1648457112496
,,841,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:25:00Z,8,lag,polygon_lag,xmev-capture,1648459466191
,,842,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:03:00Z,5,lag,polygon_lag,xmev-capture,1648458133249
,,843,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:13:00Z,3,lag,polygon_lag,xmev-capture,1648458769698
,,844,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:07:00Z,7,lag,polygon_lag,xmev-capture,1648458377436
,,845,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:54:00Z,37,lag,ethereum_lag,xmev-capture,1648454038287
,,846,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:48:00Z,2,lag,polygon_lag,xmev-capture,1648453637985
,,847,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:02:00Z,18,lag,ethereum_lag,xmev-capture,1648454494595
,,848,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:12:00Z,9,lag,polygon_lag,xmev-capture,1648458709673
,,849,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:10:00Z,5,lag,polygon_lag,xmev-capture,1648462184100
,,850,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:07:00Z,5,lag,ethereum_lag,xmev-capture,1648462011955
,,851,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:50:00Z,20,lag,ethereum_lag,xmev-capture,1648457344686
,,852,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:53:00Z,6,lag,polygon_lag,xmev-capture,1648457528801
,,853,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:04:00Z,5,lag,polygon_lag,xmev-capture,1648461815901
,,854,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:30:00Z,6,lag,polygon_lag,xmev-capture,1648456151826
,,855,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:37:00Z,5,lag,ethereum_lag,xmev-capture,1648452997531
,,856,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:21:00Z,5,lag,polygon_lag,xmev-capture,1648459210002
,,857,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:28:00Z,5,lag,polygon_lag,xmev-capture,1648456023730
,,858,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:36:00Z,8,lag,polygon_lag,xmev-capture,1648460154668
,,859,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:07:00Z,5,lag,ethereum_lag,xmev-capture,1648458365403
,,860,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:57:00Z,10,lag,polygon_lag,xmev-capture,1648454174385
,,861,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:47:00Z,4,lag,polygon_lag,xmev-capture,1648460811151
,,862,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:17:00Z,2,lag,polygon_lag,xmev-capture,1648458965836
,,863,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:06:00Z,5,lag,polygon_lag,xmev-capture,1648461943932
,,864,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:14:00Z,9,lag,polygon_lag,xmev-capture,1648462404266
,,865,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:49:00Z,6,lag,polygon_lag,xmev-capture,1648457300631
,,866,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:29:00Z,3,lag,polygon_lag,xmev-capture,1648456127804
,,867,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:25:00Z,8,lag,polygon_lag,xmev-capture,1648459454188
,,868,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:34:00Z,6,lag,polygon_lag,xmev-capture,1648460018587
,,869,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:40:00Z,5.5,lag,ethereum_lag,xmev-capture,1648453149624
,,870,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:44:00Z,1,lag,polygon_lag,xmev-capture,1648457028428
,,871,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:59:00Z,8,lag,polygon_lag,xmev-capture,1648457889086
,,872,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:45:00Z,8,lag,ethereum_lag,xmev-capture,1648457056452
,,873,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:16:00Z,10,lag,ethereum_lag,xmev-capture,1648455347205
,,874,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:54:00Z,9,lag,polygon_lag,xmev-capture,1648461227445
,,875,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:51:00Z,7,lag,polygon_lag,xmev-capture,1648461055324
,,876,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:13:00Z,13,lag,ethereum_lag,xmev-capture,1648462328174
,,877,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:31:00Z,69,lag,ethereum_lag,xmev-capture,1648459802406
,,878,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:39:00Z,2,lag,polygon_lag,xmev-capture,1648453137617
,,879,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:08:00Z,5,lag,polygon_lag,xmev-capture,1648462076018
,,880,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:25:00Z,29,lag,ethereum_lag,xmev-capture,1648455867599
,,881,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:05:00Z,5,lag,polygon_lag,xmev-capture,1648461875905
,,882,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:56:00Z,4,lag,polygon_lag,xmev-capture,1648461331535
,,883,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:11:00Z,8,lag,polygon_lag,xmev-capture,1648462248149
,,884,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:24:00Z,4,lag,polygon_lag,xmev-capture,1648459430178
,,885,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:49:00Z,3,lag,polygon_lag,xmev-capture,1648453734045
,,886,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:27:00Z,6,lag,polygon_lag,xmev-capture,1648455975675
,,887,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:58:00Z,30,lag,ethereum_lag,xmev-capture,1648454254425
,,888,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:36:00Z,5,lag,polygon_lag,xmev-capture,1648452917469
,,889,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:46:00Z,1,lag,polygon_lag,xmev-capture,1648457120520
,,890,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:31:00Z,5,lag,polygon_lag,xmev-capture,1648459830447
,,891,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:52:00Z,2,lag,polygon_lag,xmev-capture,1648453890175
,,892,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:47:00Z,4,lag,polygon_lag,xmev-capture,1648460767107
,,893,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:16:00Z,7,lag,polygon_lag,xmev-capture,1648455307225
,,894,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:28:00Z,9,lag,polygon_lag,xmev-capture,1648459638326
,,895,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:01:00Z,8,lag,polygon_lag,xmev-capture,1648458017186
,,896,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:05:00Z,5,lag,polygon_lag,xmev-capture,1648454654732
,,897,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:26:00Z,26,lag,ethereum_lag,xmev-capture,1648455955654
,,898,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:58:00Z,5,lag,polygon_lag,xmev-capture,1648461463614
,,899,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:59:00Z,10,lag,polygon_lag,xmev-capture,1648461531641
,,900,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:00:00Z,5,lag,polygon_lag,xmev-capture,1648457985163
,,901,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:11:00Z,5,lag,polygon_lag,xmev-capture,1648458617613
,,902,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:21:00Z,25,lag,ethereum_lag,xmev-capture,1648459213984
,,903,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:11:00Z,7,lag,polygon_lag,xmev-capture,1648458645625
,,904,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:27:00Z,7,lag,polygon_lag,xmev-capture,1648455971679
,,905,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:15:00Z,6,lag,polygon_lag,xmev-capture,1648455279184
,,906,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:03:00Z,4,lag,polygon_lag,xmev-capture,1648454574678
,,907,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:15:00Z,52,lag,ethereum_lag,xmev-capture,1648458881786
,,908,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:35:00Z,7,lag,polygon_lag,xmev-capture,1648456480035
,,909,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:45:00Z,14,lag,ethereum_lag,xmev-capture,1648453465840
,,910,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:47:00Z,6,lag,polygon_lag,xmev-capture,1648453601968
,,911,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:07:00Z,10,lag,polygon_lag,xmev-capture,1648458365436
,,912,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:02:00Z,7,lag,polygon_lag,xmev-capture,1648461699796
,,913,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:06:00Z,5,lag,polygon_lag,xmev-capture,1648461915925
,,914,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:18:00Z,2,lag,polygon_lag,xmev-capture,1648459025868
,,915,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:45:00Z,4,lag,polygon_lag,xmev-capture,1648460675059
,,916,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:05:00Z,4,lag,polygon_lag,xmev-capture,1648454674728
,,917,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:07:00Z,7,lag,polygon_lag,xmev-capture,1648462016015
,,918,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:52:00Z,18,lag,ethereum_lag,xmev-capture,1648453898161
,,919,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:16:00Z,2,lag,polygon_lag,xmev-capture,1648458901808
,,920,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:59:00Z,7,lag,ethereum_lag,xmev-capture,1648454334464
,,921,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:46:00Z,4,lag,polygon_lag,xmev-capture,1648460747096
,,922,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:16:00Z,17,lag,ethereum_lag,xmev-capture,1648462552343
,,923,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:35:00Z,6,lag,ethereum_lag,xmev-capture,1648456456004
,,924,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:44:00Z,1,lag,polygon_lag,xmev-capture,1648453389807
,,925,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:02:00Z,5,lag,polygon_lag,xmev-capture,1648458113243
,,926,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:35:00Z,9,lag,polygon_lag,xmev-capture,1648460050611
,,927,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:42:00Z,4,lag,polygon_lag,xmev-capture,1648460494921
,,928,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:25:00Z,8,lag,polygon_lag,xmev-capture,1648455843607
,,929,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:47:00Z,13,lag,ethereum_lag,xmev-capture,1648457164534
,,930,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:54:00Z,7,lag,polygon_lag,xmev-capture,1648461187459
,,931,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:27:00Z,4,lag,polygon_lag,xmev-capture,1648456011717
,,932,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:59:00Z,8,lag,polygon_lag,xmev-capture,1648457901103
,,933,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:04:00Z,5,lag,polygon_lag,xmev-capture,1648461803852
,,934,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:57:00Z,7,lag,polygon_lag,xmev-capture,1648461363573
,,935,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:03:00Z,6,lag,polygon_lag,xmev-capture,1648461723774
,,936,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:47:00Z,5,lag,polygon_lag,xmev-capture,1648453561970
,,937,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:07:00Z,7,lag,polygon_lag,xmev-capture,1648454802806
,,938,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:42:00Z,5,lag,polygon_lag,xmev-capture,1648456892342
,,939,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:51:00Z,3,lag,polygon_lag,xmev-capture,1648453858149
,,940,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:42:00Z,2,lag,polygon_lag,xmev-capture,1648453289732
,,941,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:58:00Z,5,lag,ethereum_lag,xmev-capture,1648461471592
,,942,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:55:00Z,33,lag,ethereum_lag,xmev-capture,1648454098306
,,943,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:04:00Z,5,lag,ethereum_lag,xmev-capture,1648454630680
,,944,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:21:00Z,4,lag,polygon_lag,xmev-capture,1648455607465
,,945,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:33:00Z,8,lag,polygon_lag,xmev-capture,1648456351980
,,946,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:38:00Z,10,lag,ethereum_lag,xmev-capture,1648456656180
,,947,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:02:00Z,7,lag,polygon_lag,xmev-capture,1648458061200
,,948,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:27:00Z,8,lag,polygon_lag,xmev-capture,1648459602306
,,949,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:47:00Z,4,lag,polygon_lag,xmev-capture,1648460803133
,,950,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:20:00Z,17,lag,ethereum_lag,xmev-capture,1648462784496
,,951,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:03:00Z,3,lag,polygon_lag,xmev-capture,1648454542660
,,952,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:36:00Z,6,lag,polygon_lag,xmev-capture,1648456504056
,,953,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:40:00Z,9,lag,polygon_lag,xmev-capture,1648456768236
,,954,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:56:00Z,4,lag,polygon_lag,xmev-capture,1648457712952
,,955,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:43:00Z,4,lag,polygon_lag,xmev-capture,1648460558964
,,956,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:43:00Z,6,lag,polygon_lag,xmev-capture,1648460563032
,,957,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:56:00Z,10,lag,polygon_lag,xmev-capture,1648461303489
,,958,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:08:00Z,4,lag,polygon_lag,xmev-capture,1648462072055
,,959,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:04:00Z,6,lag,polygon_lag,xmev-capture,1648454606691
,,960,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:08:00Z,7,lag,polygon_lag,xmev-capture,1648454874874
,,961,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:11:00Z,9,lag,polygon_lag,xmev-capture,1648455006992
,,962,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:45:00Z,1,lag,polygon_lag,xmev-capture,1648457096506
,,963,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:56:00Z,11,lag,ethereum_lag,xmev-capture,1648457708908
,,964,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:10:00Z,7,lag,polygon_lag,xmev-capture,1648458585596
,,965,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:34:00Z,7,lag,polygon_lag,xmev-capture,1648459998549
,,966,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:10:00Z,7,lag,polygon_lag,xmev-capture,1648462188102
,,967,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:34:00Z,13.5,lag,ethereum_lag,xmev-capture,1648452833453
