_start;_stop;_time;_value;_field;_measurement;eth_block;host;pol_block
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:16:00Z;0;delta;delta_blocks;14462297;xmev-capture;14462296
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:56:00Z;1;delta;delta_blocks;14461669;xmev-capture;14461668
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:58:00Z;1;delta;delta_blocks;14461951;xmev-capture;14461950
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:14:00Z;2;delta;delta_blocks;14461756;xmev-capture;14461755
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:02:00Z;1;delta;delta_blocks;14460660;xmev-capture;14460659
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:56:00Z;3;delta;delta_blocks;14461944;xmev-capture;14461944
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:32:00Z;2;delta;delta_blocks;14461045;xmev-capture;14461045
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:16:00Z;3;delta;delta_blocks;14460973;xmev-capture;14460973
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:40:00Z;0;delta;delta_blocks;14461606;xmev-capture;14461605
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:26:00Z;1;delta;delta_blocks;14460753;xmev-capture;14460752
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:16:00Z;2;delta;delta_blocks;14460718;xmev-capture;14460718
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:50:00Z;0;delta;delta_blocks;14461395;xmev-capture;14461394
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:52:00Z;1;delta;delta_blocks;14461134;xmev-capture;14461133
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:06:00Z;0;delta;delta_blocks;14461722;xmev-capture;14461721
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:22:00Z;1;delta;delta_blocks;14462051;xmev-capture;14462051
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:46:00Z;1;delta;delta_blocks;14461108;xmev-capture;14461107
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:58:00Z;0;delta;delta_blocks;14461687;xmev-capture;14461685
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:02:00Z;0;delta;delta_blocks;14462505;xmev-capture;14462503
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:56:00Z;1;delta;delta_blocks;14461144;xmev-capture;14461143
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:20:00Z;0;delta;delta_blocks;14461517;xmev-capture;14461516
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:52:00Z;2;delta;delta_blocks;14461919;xmev-capture;14461919
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:48:00Z;1;delta;delta_blocks;14461906;xmev-capture;14461906
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:44:00Z;0;delta;delta_blocks;14460843;xmev-capture;14460842
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:10:00Z;1;delta;delta_blocks;14461480;xmev-capture;14461479
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:48:00Z;0;delta;delta_blocks;14462453;xmev-capture;14462452
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:08:00Z;0;delta;delta_blocks;14461199;xmev-capture;14461197
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:00:00Z;1;delta;delta_blocks;14461165;xmev-capture;14461164
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:14:00Z;2;delta;delta_blocks;14462286;xmev-capture;14462286
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:08:00Z;3;delta;delta_blocks;14460678;xmev-capture;14460677
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:22:00Z;1;delta;delta_blocks;14460744;xmev-capture;14460743
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:00:00Z;1;delta;delta_blocks;14462499;xmev-capture;14462498
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:30:00Z;1;delta;delta_blocks;14461037;xmev-capture;14461036
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T07:42:00Z;0;delta;delta_blocks;14460577;xmev-capture;14460577
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:54:00Z;0;delta;delta_blocks;14461658;xmev-capture;14461657
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:10:00Z;0;delta;delta_blocks;14461477;xmev-capture;14461476
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:08:00Z;1;delta;delta_blocks;14461472;xmev-capture;14461471
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T07:34:00Z;1;delta;delta_blocks;14460552;xmev-capture;14460552
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:44:00Z;1;delta;delta_blocks;14462419;xmev-capture;14462418
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:38:00Z;1;delta;delta_blocks;14461341;xmev-capture;14461340
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:42:00Z;0;delta;delta_blocks;14461615;xmev-capture;14461614
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:36:00Z;1;delta;delta_blocks;14462670;xmev-capture;14462669
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:04:00Z;1;delta;delta_blocks;14460931;xmev-capture;14460930
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:12:00Z;0;delta;delta_blocks;14461750;xmev-capture;14461749
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T16:26:00Z;2;delta;delta_blocks;14462892;xmev-capture;14462892
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:50:00Z;1;delta;delta_blocks;14462184;xmev-capture;14462184
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:38:00Z;2;delta;delta_blocks;14461867;xmev-capture;14461867
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:30:00Z;2;delta;delta_blocks;14460770;xmev-capture;14460770
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:04:00Z;2;delta;delta_blocks;14460929;xmev-capture;14460929
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:24:00Z;0;delta;delta_blocks;14461811;xmev-capture;14461810
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:10:00Z;0;delta;delta_blocks;14460953;xmev-capture;14460952
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:48:00Z;0;delta;delta_blocks;14461643;xmev-capture;14461643
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:06:00Z;0;delta;delta_blocks;14462529;xmev-capture;14462527
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T16:02:00Z;1;delta;delta_blocks;14462795;xmev-capture;14462794
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:34:00Z;1;delta;delta_blocks;14460797;xmev-capture;14460797
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:08:00Z;0;delta;delta_blocks;14462265;xmev-capture;14462264
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:48:00Z;1;delta;delta_blocks;14461112;xmev-capture;14461111
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:02:00Z;2;delta;delta_blocks;14461449;xmev-capture;14461449
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:42:00Z;1;delta;delta_blocks;14460827;xmev-capture;14460826
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:04:00Z;0;delta;delta_blocks;14462512;xmev-capture;14462510
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:54:00Z;0;delta;delta_blocks;14461416;xmev-capture;14461415
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:12:00Z;2;delta;delta_blocks;14460964;xmev-capture;14460963
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:20:00Z;1;delta;delta_blocks;14461785;xmev-capture;14461784
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:06:00Z;1;delta;delta_blocks;14461730;xmev-capture;14461730
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:26:00Z;1;delta;delta_blocks;14462072;xmev-capture;14462071
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:36:00Z;0;delta;delta_blocks;14462383;xmev-capture;14462382
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:32:00Z;4;delta;delta_blocks;14461834;xmev-capture;14461835
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T07:38:00Z;1;delta;delta_blocks;14460561;xmev-capture;14460561
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:06:00Z;1;delta;delta_blocks;14461987;xmev-capture;14461986
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:28:00Z;1;delta;delta_blocks;14461028;xmev-capture;14461027
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:32:00Z;1;delta;delta_blocks;14461043;xmev-capture;14461042
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:34:00Z;0;delta;delta_blocks;14461060;xmev-capture;14461059
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:38:00Z;0;delta;delta_blocks;14461340;xmev-capture;14461339
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:46:00Z;1;delta;delta_blocks;14461892;xmev-capture;14461892
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:58:00Z;1;delta;delta_blocks;14461430;xmev-capture;14461429
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:48:00Z;1;delta;delta_blocks;14461114;xmev-capture;14461113
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:26:00Z;0;delta;delta_blocks;14461548;xmev-capture;14461547
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:14:00Z;0;delta;delta_blocks;14461229;xmev-capture;14461227
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:22:00Z;1;delta;delta_blocks;14461792;xmev-capture;14461791
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:14:00Z;1;delta;delta_blocks;14462288;xmev-capture;14462287
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T16:08:00Z;1;delta;delta_blocks;14462821;xmev-capture;14462820
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:30:00Z;1;delta;delta_blocks;14462094;xmev-capture;14462093
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T16:00:00Z;1;delta;delta_blocks;14462775;xmev-capture;14462774
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:32:00Z;1;delta;delta_blocks;14462099;xmev-capture;14462098
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:36:00Z;1;delta;delta_blocks;14462116;xmev-capture;14462115
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:14:00Z;0;delta;delta_blocks;14462567;xmev-capture;14462566
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:14:00Z;1;delta;delta_blocks;14462023;xmev-capture;14462022
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:18:00Z;1;delta;delta_blocks;14461246;xmev-capture;14461245
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:50:00Z;1;delta;delta_blocks;14462180;xmev-capture;14462179
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T16:20:00Z;1;delta;delta_blocks;14462875;xmev-capture;14462874
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:04:00Z;1;delta;delta_blocks;14461181;xmev-capture;14461180
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:18:00Z;1;delta;delta_blocks;14461774;xmev-capture;14461773
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:00:00Z;1;delta;delta_blocks;14461161;xmev-capture;14461160
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:58:00Z;1;delta;delta_blocks;14460898;xmev-capture;14460898
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:30:00Z;1;delta;delta_blocks;14461562;xmev-capture;14461562
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:42:00Z;1;delta;delta_blocks;14461370;xmev-capture;14461370
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T16:04:00Z;0;delta;delta_blocks;14462810;xmev-capture;14462809
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T07:34:00Z;1;delta;delta_blocks;14460545;xmev-capture;14460544
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:28:00Z;0;delta;delta_blocks;14461823;xmev-capture;14461822
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:54:00Z;2;delta;delta_blocks;14461665;xmev-capture;14461665
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:44:00Z;2;delta;delta_blocks;14461624;xmev-capture;14461624
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T07:52:00Z;0;delta;delta_blocks;14460611;xmev-capture;14460609
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:20:00Z;0;delta;delta_blocks;14462048;xmev-capture;14462047
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:06:00Z;0;delta;delta_blocks;14461724;xmev-capture;14461723
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:00:00Z;2;delta;delta_blocks;14461964;xmev-capture;14461964
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:06:00Z;1;delta;delta_blocks;14460670;xmev-capture;14460669
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:22:00Z;2;delta;delta_blocks;14461802;xmev-capture;14461801
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:44:00Z;2;delta;delta_blocks;14460834;xmev-capture;14460834
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:42:00Z;1;delta;delta_blocks;14462690;xmev-capture;14462689
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:12:00Z;1;delta;delta_blocks;14462277;xmev-capture;14462276
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:22:00Z;1;delta;delta_blocks;14461262;xmev-capture;14461261
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:56:00Z;0;delta;delta_blocks;14461937;xmev-capture;14461935
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:08:00Z;0;delta;delta_blocks;14461993;xmev-capture;14461993
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:36:00Z;1;delta;delta_blocks;14461069;xmev-capture;14461068
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:22:00Z;0;delta;delta_blocks;14461800;xmev-capture;14461799
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:44:00Z;1;delta;delta_blocks;14462712;xmev-capture;14462711
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:22:00Z;1;delta;delta_blocks;14462056;xmev-capture;14462055
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:44:00Z;2;delta;delta_blocks;14460839;xmev-capture;14460838
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:20:00Z;0;delta;delta_blocks;14462317;xmev-capture;14462315
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:20:00Z;1;delta;delta_blocks;14461256;xmev-capture;14461255
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:04:00Z;0;delta;delta_blocks;14462243;xmev-capture;14462242
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:40:00Z;0;delta;delta_blocks;14462135;xmev-capture;14462134
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:30:00Z;2;delta;delta_blocks;14462637;xmev-capture;14462637
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:12:00Z;1;delta;delta_blocks;14461485;xmev-capture;14461484
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:50:00Z;3;delta;delta_blocks;14461119;xmev-capture;14461119
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:44:00Z;1;delta;delta_blocks;14461887;xmev-capture;14461886
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:08:00Z;2;delta;delta_blocks;14462268;xmev-capture;14462268
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:06:00Z;1;delta;delta_blocks;14462250;xmev-capture;14462249
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T16:04:00Z;1;delta;delta_blocks;14462803;xmev-capture;14462802
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:30:00Z;2;delta;delta_blocks;14461032;xmev-capture;14461031
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:32:00Z;0;delta;delta_blocks;14460780;xmev-capture;14460778
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:48:00Z;1;delta;delta_blocks;14462448;xmev-capture;14462447
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:20:00Z;1;delta;delta_blocks;14461257;xmev-capture;14461256
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:20:00Z;1;delta;delta_blocks;14462042;xmev-capture;14462041
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:18:00Z;1;delta;delta_blocks;14461781;xmev-capture;14461780
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:12:00Z;0;delta;delta_blocks;14461483;xmev-capture;14461482
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:14:00Z;2;delta;delta_blocks;14462026;xmev-capture;14462027
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:20:00Z;1;delta;delta_blocks;14460987;xmev-capture;14460986
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:58:00Z;0;delta;delta_blocks;14461432;xmev-capture;14461432
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:52:00Z;0;delta;delta_blocks;14461914;xmev-capture;14461913
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:20:00Z;0;delta;delta_blocks;14460735;xmev-capture;14460734
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T07:42:00Z;3;delta;delta_blocks;14460571;xmev-capture;14460571
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T07:40:00Z;3;delta;delta_blocks;14460567;xmev-capture;14460567
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:52:00Z;1;delta;delta_blocks;14460864;xmev-capture;14460863
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T14:50:00Z;1;delta;delta_blocks;14462460;xmev-capture;14462459
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T16:30:00Z;3;delta;delta_blocks;14462915;xmev-capture;14462916
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:50:00Z;2;delta;delta_blocks;14462189;xmev-capture;14462189
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:36:00Z;1;delta;delta_blocks;14462673;xmev-capture;14462672
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:58:00Z;0;delta;delta_blocks;14462762;xmev-capture;14462761
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:44:00Z;1;delta;delta_blocks;14461888;xmev-capture;14461887
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:02:00Z;1;delta;delta_blocks;14460921;xmev-capture;14460920
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:42:00Z;2;delta;delta_blocks;14460830;xmev-capture;14460830
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T09:38:00Z;0;delta;delta_blocks;14461075;xmev-capture;14461074
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:38:00Z;2;delta;delta_blocks;14461594;xmev-capture;14461594
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:36:00Z;1;delta;delta_blocks;14462119;xmev-capture;14462118
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:28:00Z;0;delta;delta_blocks;14462634;xmev-capture;14462634
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:18:00Z;2;delta;delta_blocks;14461516;xmev-capture;14461516
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:12:00Z;0;delta;delta_blocks;14461210;xmev-capture;14461209
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T11:22:00Z;2;delta;delta_blocks;14461533;xmev-capture;14461533
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:34:00Z;0;delta;delta_blocks;14461318;xmev-capture;14461318
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:52:00Z;1;delta;delta_blocks;14461924;xmev-capture;14461923
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:12:00Z;0;delta;delta_blocks;14462011;xmev-capture;14462009
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T16:10:00Z;0;delta;delta_blocks;14462827;xmev-capture;14462826
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:08:00Z;0;delta;delta_blocks;14462535;xmev-capture;14462534
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T08:28:00Z;0;delta;delta_blocks;14460762;xmev-capture;14460761
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:12:00Z;0;delta;delta_blocks;14461752;xmev-capture;14461751
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:42:00Z;2;delta;delta_blocks;14462696;xmev-capture;14462695
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:28:00Z;1;delta;delta_blocks;14462080;xmev-capture;14462080
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T07:42:00Z;0;delta;delta_blocks;14460578;xmev-capture;14460577
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T13:16:00Z;1;delta;delta_blocks;14462032;xmev-capture;14462031
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T12:26:00Z;0;delta;delta_blocks;14461816;xmev-capture;14461814
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T10:16:00Z;2;delta;delta_blocks;14461235;xmev-capture;14461235
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T16:36:00Z;2;delta;delta_blocks;14462944;xmev-capture;14462943
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T07:52:00Z;0;delta;delta_blocks;14460610;xmev-capture;14460609
2022-03-26T05:30:04.664624787Z;2022-03-26T17:30:04.664624787Z;2022-03-26T15:02:00Z;1;delta;delta_blocks;14462503;xmev-capture;14462502
