,result,table,_start,_stop,_time,_value,_field,_measurement,eth_block,host,pol_block
,,0,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,8937,delta,delta_block_time,14458082,xmev-capture,14458081
,,1,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,26,delta,delta_block_time,14458079,xmev-capture,14458079
,,2,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,7998,delta,delta_block_time,14460711,xmev-capture,14460710
,,3,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,142,delta,delta_block_time,14458070,xmev-capture,14458070
,,4,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:20:00Z,3945,delta,delta_block_time,14458046,xmev-capture,14458045
,,5,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,3,delta,delta_block_time,14460689,xmev-capture,14460689
,,6,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,0,delta,delta_block_time,14461186,xmev-capture,14461187
,,7,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,15993,delta,delta_block_time,14462130,xmev-capture,14462129
,,8,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:40:00Z,52,delta,delta_block_time,14458099,xmev-capture,14458100
,,9,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,1,delta,delta_block_time,14461336,xmev-capture,14461336
,,10,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,3988,delta,delta_block_time,14460982,xmev-capture,14460981
,,11,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,12,delta,delta_block_time,14458094,xmev-capture,14458094
,,12,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:20:00Z,7880,delta,delta_block_time,14458031,xmev-capture,14458030
,,13,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,22,delta,delta_block_time,14458085,xmev-capture,14458085
,,14,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,12010,delta,delta_block_time,14460728,xmev-capture,14460727
,,15,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,3998,delta,delta_block_time,14461054,xmev-capture,14461053
,,16,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,0,delta,delta_block_time,14460888,xmev-capture,14460889
,,17,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,1,delta,delta_block_time,14460634,xmev-capture,14460634
,,18,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,4,delta,delta_block_time,14461313,xmev-capture,14461314
,,19,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,1,delta,delta_block_time,14460709,xmev-capture,14460709
,,20,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,29,delta,delta_block_time,14458062,xmev-capture,14458062
,,21,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,2,delta,delta_block_time,14461308,xmev-capture,14461308
,,22,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:20:00Z,7999,delta,delta_block_time,14458041,xmev-capture,14458040
,,23,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,12008,delta,delta_block_time,14460620,xmev-capture,14460619
,,24,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,4021,delta,delta_block_time,14458095,xmev-capture,14458094
,,25,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,11951,delta,delta_block_time,14460917,xmev-capture,14460916
,,26,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,1,delta,delta_block_time,14460944,xmev-capture,14460944
,,27,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:20:00Z,4165,delta,delta_block_time,14458045,xmev-capture,14458044
,,28,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,12,delta,delta_block_time,14458066,xmev-capture,14458066
,,29,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,12001,delta,delta_block_time,14461871,xmev-capture,14461870
,,30,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,2,delta,delta_block_time,14461414,xmev-capture,14461415
,,31,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,7888,delta,delta_block_time,14458055,xmev-capture,14458054
,,32,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:40:00Z,12,delta,delta_block_time,14460564,xmev-capture,14460564
,,33,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,31992,delta,delta_block_time,14460693,xmev-capture,14460692
,,34,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,15999,delta,delta_block_time,14462009,xmev-capture,14462008
,,35,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,3947,delta,delta_block_time,14460624,xmev-capture,14460622
,,36,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:40:00Z,15818,delta,delta_block_time,14458096,xmev-capture,14458095
,,37,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,8,delta,delta_block_time,14458061,xmev-capture,14458061
,,38,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,3,delta,delta_block_time,14458050,xmev-capture,14458050
,,39,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:40:00Z,19989,delta,delta_block_time,14458113,xmev-capture,14458112
,,40,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:20:00Z,62,delta,delta_block_time,14458034,xmev-capture,14458035
,,41,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,7889,delta,delta_block_time,14458057,xmev-capture,14458054
,,42,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,36016,delta,delta_block_time,14461191,xmev-capture,14461190
,,43,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,0,delta,delta_block_time,14460883,xmev-capture,14460883
,,44,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,2,delta,delta_block_time,14458076,xmev-capture,14458076
,,45,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:40:00Z,1,delta,delta_block_time,14460563,xmev-capture,14460563
,,46,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,7889,delta,delta_block_time,14458056,xmev-capture,14458054
,,47,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,12008,delta,delta_block_time,14458058,xmev-capture,14458057
,,48,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,1,delta,delta_block_time,14461271,xmev-capture,14461271
,,49,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:50:00Z,1,delta,delta_block_time,14460607,xmev-capture,14460607
,,50,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:40:00Z,21,delta,delta_block_time,14458116,xmev-capture,14458116
,,51,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,3997,delta,delta_block_time,14458084,xmev-capture,14458083
,,52,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,11991,delta,delta_block_time,14458078,xmev-capture,14458077
,,53,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,3994,delta,delta_block_time,14460814,xmev-capture,14460813
,,54,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:20:00Z,5,delta,delta_block_time,14461771,xmev-capture,14461771
,,55,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,4,delta,delta_block_time,14460639,xmev-capture,14460639
,,56,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:00:00Z,12054,delta,delta_block_time,14462472,xmev-capture,14462471
,,57,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,28043,delta,delta_block_time,14460969,xmev-capture,14460967
,,58,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,8002,delta,delta_block_time,14460792,xmev-capture,14460791
,,59,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:20:00Z,16,delta,delta_block_time,14458030,xmev-capture,14458030
,,60,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,3986,delta,delta_block_time,14458049,xmev-capture,14458048
,,61,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,7,delta,delta_block_time,14460732,xmev-capture,14460732
,,62,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:30:00Z,8,delta,delta_block_time,14461547,xmev-capture,14461547
,,63,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,3905,delta,delta_block_time,14458088,xmev-capture,14458087
,,64,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,48043,delta,delta_block_time,14461080,xmev-capture,14461079
,,65,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,36007,delta,delta_block_time,14460719,xmev-capture,14460718
,,66,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,4,delta,delta_block_time,14460788,xmev-capture,14460788
,,67,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,3999,delta,delta_block_time,14460638,xmev-capture,14460637
,,68,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,28012,delta,delta_block_time,14461115,xmev-capture,14461114
,,69,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,8003,delta,delta_block_time,14461942,xmev-capture,14461941
,,70,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:30:00Z,3997,delta,delta_block_time,14461797,xmev-capture,14461796
,,71,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,19927,delta,delta_block_time,14458072,xmev-capture,14458071
,,72,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:50:00Z,3934,delta,delta_block_time,14460587,xmev-capture,14460586
,,73,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,1,delta,delta_block_time,14461369,xmev-capture,14461369
,,74,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:50:00Z,3,delta,delta_block_time,14462166,xmev-capture,14462166
,,75,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:50:00Z,3986,delta,delta_block_time,14460574,xmev-capture,14460573
,,76,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,4,delta,delta_block_time,14460745,xmev-capture,14460745
,,77,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,3977,delta,delta_block_time,14461047,xmev-capture,14461046
,,78,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:50:00Z,7997,delta,delta_block_time,14460839,xmev-capture,14460838
,,79,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,3985,delta,delta_block_time,14461262,xmev-capture,14461261
,,80,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,4,delta,delta_block_time,14461384,xmev-capture,14461384
,,81,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,5,delta,delta_block_time,14460959,xmev-capture,14460959
,,82,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,4001,delta,delta_block_time,14460641,xmev-capture,14460640
,,83,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,16001,delta,delta_block_time,14462575,xmev-capture,14462574
,,84,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,11960,delta,delta_block_time,14460626,xmev-capture,14460625
,,85,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,20023,delta,delta_block_time,14461499,xmev-capture,14461498
,,86,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,4,delta,delta_block_time,14460737,xmev-capture,14460737
,,87,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,16065,delta,delta_block_time,14460740,xmev-capture,14460739
,,88,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:00:00Z,11985,delta,delta_block_time,14461130,xmev-capture,14461129
,,89,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:50:00Z,7,delta,delta_block_time,14461895,xmev-capture,14461895
,,90,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:10:00Z,4006,delta,delta_block_time,14461473,xmev-capture,14461472
,,91,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,23846,delta,delta_block_time,14458075,xmev-capture,14458074
,,92,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:50:00Z,12001,delta,delta_block_time,14462165,xmev-capture,14462164
,,93,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,16013,delta,delta_block_time,14460744,xmev-capture,14460743
,,94,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:20:00Z,46,delta,delta_block_time,14458036,xmev-capture,14458036
,,95,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,3993,delta,delta_block_time,14461327,xmev-capture,14461326
,,96,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,11973,delta,delta_block_time,14460768,xmev-capture,14460767
,,97,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,15999,delta,delta_block_time,14460894,xmev-capture,14460893
,,98,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,28017,delta,delta_block_time,14461343,xmev-capture,14461342
,,99,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:50:00Z,7992,delta,delta_block_time,14460860,xmev-capture,14460859
,,100,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,5,delta,delta_block_time,14461632,xmev-capture,14461632
,,101,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,24014,delta,delta_block_time,14460681,xmev-capture,14460680
,,102,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,8011,delta,delta_block_time,14460688,xmev-capture,14460685
,,103,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,1,delta,delta_block_time,14460721,xmev-capture,14460721
,,104,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:40:00Z,75,delta,delta_block_time,14458098,xmev-capture,14458098
,,105,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:50:00Z,16039,delta,delta_block_time,14460598,xmev-capture,14460596
,,106,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,3997,delta,delta_block_time,14461494,xmev-capture,14461493
,,107,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,3997,delta,delta_block_time,14460912,xmev-capture,14460910
,,108,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,7989,delta,delta_block_time,14460790,xmev-capture,14460789
,,109,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,16030,delta,delta_block_time,14461654,xmev-capture,14461652
,,110,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,3,delta,delta_block_time,14460636,xmev-capture,14460636
,,111,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,4002,delta,delta_block_time,14461169,xmev-capture,14461168
,,112,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,19997,delta,delta_block_time,14461505,xmev-capture,14461504
,,113,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,10,delta,delta_block_time,14460649,xmev-capture,14460649
,,114,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,3958,delta,delta_block_time,14461851,xmev-capture,14461850
,,115,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,178,delta,delta_block_time,14458068,xmev-capture,14458068
,,116,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,11940,delta,delta_block_time,14460619,xmev-capture,14460618
,,117,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:50:00Z,7973,delta,delta_block_time,14460829,xmev-capture,14460828
,,118,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,24028,delta,delta_block_time,14461950,xmev-capture,14461949
,,119,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,0,delta,delta_block_time,14461432,xmev-capture,14461432
,,120,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:50:00Z,4017,delta,delta_block_time,14460836,xmev-capture,14460834
,,121,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,1,delta,delta_block_time,14461007,xmev-capture,14461007
,,122,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:50:00Z,0,delta,delta_block_time,14460859,xmev-capture,14460859
,,123,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,1,delta,delta_block_time,14460724,xmev-capture,14460724
,,124,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:20:00Z,62,delta,delta_block_time,14458035,xmev-capture,14458035
,,125,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,16,delta,delta_block_time,14458080,xmev-capture,14458080
,,126,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,55925,delta,delta_block_time,14458073,xmev-capture,14458072
,,127,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,4045,delta,delta_block_time,14460683,xmev-capture,14460682
,,128,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,3997,delta,delta_block_time,14460868,xmev-capture,14460867
,,129,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:40:00Z,3977,delta,delta_block_time,14461583,xmev-capture,14461582
,,130,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,4,delta,delta_block_time,14460796,xmev-capture,14460796
,,131,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,2,delta,delta_block_time,14460932,xmev-capture,14460932
,,132,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,11995,delta,delta_block_time,14461248,xmev-capture,14461247
,,133,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:10:00Z,7994,delta,delta_block_time,14461994,xmev-capture,14461993
,,134,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,3993,delta,delta_block_time,14462114,xmev-capture,14462113
,,135,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,3986,delta,delta_block_time,14460990,xmev-capture,14460989
,,136,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,3,delta,delta_block_time,14461127,xmev-capture,14461127
,,137,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,4,delta,delta_block_time,14461692,xmev-capture,14461692
,,138,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:50:00Z,3988,delta,delta_block_time,14460582,xmev-capture,14460581
,,139,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:30:00Z,31994,delta,delta_block_time,14462346,xmev-capture,14462345
,,140,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,0,delta,delta_block_time,14460889,xmev-capture,14460889
,,141,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,11992,delta,delta_block_time,14461230,xmev-capture,14461227
,,142,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:20:00Z,764,delta,delta_block_time,14458037,xmev-capture,14458037
,,143,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,4001,delta,delta_block_time,14461076,xmev-capture,14461075
,,144,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,8011,delta,delta_block_time,14460953,xmev-capture,14460952
,,145,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,3999,delta,delta_block_time,14461522,xmev-capture,14461521
,,146,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,12,delta,delta_block_time,14458065,xmev-capture,14458066
,,147,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,32023,delta,delta_block_time,14460815,xmev-capture,14460814
,,148,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:30:00Z,7984,delta,delta_block_time,14462341,xmev-capture,14462340
,,149,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,36027,delta,delta_block_time,14461254,xmev-capture,14461253
,,150,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:50:00Z,3989,delta,delta_block_time,14460855,xmev-capture,14460854
,,151,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,3965,delta,delta_block_time,14461027,xmev-capture,14461026
,,152,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,1,delta,delta_block_time,14461401,xmev-capture,14461401
,,153,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:50:00Z,3982,delta,delta_block_time,14461908,xmev-capture,14461907
,,154,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,3979,delta,delta_block_time,14461686,xmev-capture,14461685
,,155,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,4,delta,delta_block_time,14460727,xmev-capture,14460727
,,156,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,1,delta,delta_block_time,14461083,xmev-capture,14461084
,,157,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:40:00Z,2,delta,delta_block_time,14461576,xmev-capture,14461576
,,158,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:10:00Z,4006,delta,delta_block_time,14461997,xmev-capture,14461996
,,159,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:40:00Z,4,delta,delta_block_time,14461602,xmev-capture,14461602
,,160,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:40:00Z,12,delta,delta_block_time,14458102,xmev-capture,14458102
,,161,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,20027,delta,delta_block_time,14461722,xmev-capture,14461721
,,162,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,16004,delta,delta_block_time,14460979,xmev-capture,14460978
,,163,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,105,delta,delta_block_time,14460622,xmev-capture,14460622
,,164,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,20038,delta,delta_block_time,14461668,xmev-capture,14461667
