,result,table,_start,_stop,_time,_value,_field,_measurement,eth_block,host,pol_block
,,165,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,6,delta,delta_block_time,14461097,xmev-capture,14461097
,,166,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,3,delta,delta_block_time,14460973,xmev-capture,14460973
,,167,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,1,delta,delta_block_time,14461221,xmev-capture,14461221
,,168,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,8017,delta,delta_block_time,14460795,xmev-capture,14460794
,,169,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:40:00Z,12006,delta,delta_block_time,14460559,xmev-capture,14460558
,,170,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,1,delta,delta_block_time,14461639,xmev-capture,14461639
,,171,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,28008,delta,delta_block_time,14461503,xmev-capture,14461502
,,172,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:00:00Z,0,delta,delta_block_time,14461135,xmev-capture,14461135
,,173,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,40011,delta,delta_block_time,14461715,xmev-capture,14461714
,,174,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,15786,delta,delta_block_time,14458059,xmev-capture,14458058
,,175,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,4013,delta,delta_block_time,14461417,xmev-capture,14461416
,,176,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,8028,delta,delta_block_time,14461255,xmev-capture,14461254
,,177,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:30:00Z,4003,delta,delta_block_time,14462076,xmev-capture,14462075
,,178,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,3978,delta,delta_block_time,14460691,xmev-capture,14460690
,,179,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:40:00Z,10,delta,delta_block_time,14458111,xmev-capture,14458111
,,180,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,4007,delta,delta_block_time,14461071,xmev-capture,14461070
,,181,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,72044,delta,delta_block_time,14460949,xmev-capture,14460948
,,182,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,1,delta,delta_block_time,14462122,xmev-capture,14462122
,,183,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,4028,delta,delta_block_time,14458069,xmev-capture,14458068
,,184,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,3993,delta,delta_block_time,14461706,xmev-capture,14461705
,,185,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,7,delta,delta_block_time,14461252,xmev-capture,14461252
,,186,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,4003,delta,delta_block_time,14461409,xmev-capture,14461408
,,187,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,6,delta,delta_block_time,14460900,xmev-capture,14460900
,,188,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,6,delta,delta_block_time,14461232,xmev-capture,14461233
,,189,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,4,delta,delta_block_time,14461219,xmev-capture,14461219
,,190,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,24034,delta,delta_block_time,14460617,xmev-capture,14460616
,,191,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,28063,delta,delta_block_time,14460977,xmev-capture,14460976
,,192,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,11,delta,delta_block_time,14461847,xmev-capture,14461847
,,193,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:20:00Z,35991,delta,delta_block_time,14461754,xmev-capture,14461753
,,194,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:10:00Z,4000,delta,delta_block_time,14461977,xmev-capture,14461976
,,195,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,1,delta,delta_block_time,14461119,xmev-capture,14461119
,,196,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,7,delta,delta_block_time,14461233,xmev-capture,14461233
,,197,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:10:00Z,4044,delta,delta_block_time,14462254,xmev-capture,14462252
,,198,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:50:00Z,19994,delta,delta_block_time,14462185,xmev-capture,14462184
,,199,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,3998,delta,delta_block_time,14461174,xmev-capture,14461173
,,200,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,2,delta,delta_block_time,14460929,xmev-capture,14460929
,,201,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:30:00Z,3987,delta,delta_block_time,14462354,xmev-capture,14462353
,,202,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,36019,delta,delta_block_time,14460880,xmev-capture,14460879
,,203,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:40:00Z,7997,delta,delta_block_time,14460557,xmev-capture,14460556
,,204,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,1,delta,delta_block_time,14460938,xmev-capture,14460938
,,205,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,27993,delta,delta_block_time,14461731,xmev-capture,14461730
,,206,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,7996,delta,delta_block_time,14461742,xmev-capture,14461740
,,207,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,12009,delta,delta_block_time,14461381,xmev-capture,14461380
,,208,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,21,delta,delta_block_time,14461837,xmev-capture,14461837
,,209,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,2,delta,delta_block_time,14461523,xmev-capture,14461523
,,210,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,12002,delta,delta_block_time,14461335,xmev-capture,14461334
,,211,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,5,delta,delta_block_time,14460899,xmev-capture,14460900
,,212,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,5,delta,delta_block_time,14462918,xmev-capture,14462919
,,213,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,16004,delta,delta_block_time,14461261,xmev-capture,14461260
,,214,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:40:00Z,1,delta,delta_block_time,14460560,xmev-capture,14460560
,,215,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,8009,delta,delta_block_time,14461123,xmev-capture,14461122
,,216,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,3,delta,delta_block_time,14460984,xmev-capture,14460984
,,217,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,4000,delta,delta_block_time,14461416,xmev-capture,14461415
,,218,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:10:00Z,10,delta,delta_block_time,14462247,xmev-capture,14462247
,,219,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,7947,delta,delta_block_time,14461181,xmev-capture,14461180
,,220,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,1,delta,delta_block_time,14461045,xmev-capture,14461045
,,221,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,1,delta,delta_block_time,14462109,xmev-capture,14462109
,,222,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,25,delta,delta_block_time,14460882,xmev-capture,14460882
,,223,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,32024,delta,delta_block_time,14460800,xmev-capture,14460799
,,224,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,1,delta,delta_block_time,14461676,xmev-capture,14461676
,,225,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,3974,delta,delta_block_time,14461859,xmev-capture,14461858
,,226,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:30:00Z,16004,delta,delta_block_time,14461560,xmev-capture,14461559
,,227,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,28043,delta,delta_block_time,14460968,xmev-capture,14460967
,,228,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,3998,delta,delta_block_time,14460869,xmev-capture,14460868
,,229,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,6,delta,delta_block_time,14461614,xmev-capture,14461614
,,230,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,11993,delta,delta_block_time,14461122,xmev-capture,14461121
,,231,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,7993,delta,delta_block_time,14461006,xmev-capture,14461005
,,232,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,8007,delta,delta_block_time,14461350,xmev-capture,14461349
,,233,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,32025,delta,delta_block_time,14460749,xmev-capture,14460748
,,234,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,8019,delta,delta_block_time,14460668,xmev-capture,14460666
,,235,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,27956,delta,delta_block_time,14462572,xmev-capture,14462571
,,236,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,20005,delta,delta_block_time,14461296,xmev-capture,14461295
,,237,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,8003,delta,delta_block_time,14461372,xmev-capture,14461371
,,238,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,15845,delta,delta_block_time,14458090,xmev-capture,14458088
,,239,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:10:00Z,3957,delta,delta_block_time,14462501,xmev-capture,14462500
,,240,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:20:00Z,4013,delta,delta_block_time,14461766,xmev-capture,14461765
,,241,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:20:00Z,5,delta,delta_block_time,14462315,xmev-capture,14462315
,,242,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,3,delta,delta_block_time,14461280,xmev-capture,14461280
,,243,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,7971,delta,delta_block_time,14461708,xmev-capture,14461707
,,244,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:00:00Z,24031,delta,delta_block_time,14461144,xmev-capture,14461143
,,245,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:20:00Z,1,delta,delta_block_time,14462292,xmev-capture,14462292
,,246,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,0,delta,delta_block_time,14460978,xmev-capture,14460978
,,247,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,11973,delta,delta_block_time,14462136,xmev-capture,14462135
,,248,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,12006,delta,delta_block_time,14461380,xmev-capture,14461379
,,249,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,16018,delta,delta_block_time,14460704,xmev-capture,14460703
,,250,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:50:00Z,24036,delta,delta_block_time,14462175,xmev-capture,14462174
,,251,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,15971,delta,delta_block_time,14460701,xmev-capture,14460700
,,252,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,16043,delta,delta_block_time,14462011,xmev-capture,14462009
,,253,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,3994,delta,delta_block_time,14461337,xmev-capture,14461336
,,254,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:20:00Z,7996,delta,delta_block_time,14461785,xmev-capture,14461784
,,255,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,4002,delta,delta_block_time,14461049,xmev-capture,14461048
,,256,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,7930,delta,delta_block_time,14462869,xmev-capture,14462868
,,257,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:10:00Z,15985,delta,delta_block_time,14462516,xmev-capture,14462515
,,258,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:30:00Z,2,delta,delta_block_time,14461559,xmev-capture,14461559
,,259,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:10:00Z,39964,delta,delta_block_time,14462507,xmev-capture,14462506
,,260,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:20:00Z,3985,delta,delta_block_time,14462301,xmev-capture,14462300
,,261,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,2,delta,delta_block_time,14461260,xmev-capture,14461260
,,262,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,12029,delta,delta_block_time,14462868,xmev-capture,14462866
,,263,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,24019,delta,delta_block_time,14461629,xmev-capture,14461628
,,264,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,36007,delta,delta_block_time,14461022,xmev-capture,14461021
,,265,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,36027,delta,delta_block_time,14461733,xmev-capture,14461731
,,266,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:30:00Z,2,delta,delta_block_time,14462642,xmev-capture,14462642
,,267,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,12010,delta,delta_block_time,14462780,xmev-capture,14462779
,,268,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:30:00Z,24031,delta,delta_block_time,14461826,xmev-capture,14461825
,,269,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,7982,delta,delta_block_time,14461256,xmev-capture,14461255
,,270,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:30:00Z,1,delta,delta_block_time,14462064,xmev-capture,14462064
,,271,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,185,delta,delta_block_time,14458083,xmev-capture,14458083
,,272,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,4005,delta,delta_block_time,14461914,xmev-capture,14461913
,,273,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,12009,delta,delta_block_time,14461689,xmev-capture,14461688
,,274,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:40:00Z,44029,delta,delta_block_time,14461586,xmev-capture,14461585
,,275,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,11936,delta,delta_block_time,14460685,xmev-capture,14460684
,,276,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,16009,delta,delta_block_time,14461717,xmev-capture,14461716
,,277,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:40:00Z,140,delta,delta_block_time,14458107,xmev-capture,14458107
,,278,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,16020,delta,delta_block_time,14461183,xmev-capture,14461182
,,279,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,7987,delta,delta_block_time,14461110,xmev-capture,14461109
,,280,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,5,delta,delta_block_time,14460642,xmev-capture,14460642
,,281,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:50:00Z,3,delta,delta_block_time,14462449,xmev-capture,14462450
,,282,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:40:00Z,7998,delta,delta_block_time,14462398,xmev-capture,14462396
,,283,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,3991,delta,delta_block_time,14461311,xmev-capture,14461310
,,284,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,3947,delta,delta_block_time,14460625,xmev-capture,14460622
,,285,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:40:00Z,1,delta,delta_block_time,14462391,xmev-capture,14462392
,,286,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,3998,delta,delta_block_time,14462768,xmev-capture,14462766
,,287,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,1,delta,delta_block_time,14461328,xmev-capture,14461328
,,288,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,7987,delta,delta_block_time,14462574,xmev-capture,14462573
,,289,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:30:00Z,36026,delta,delta_block_time,14461552,xmev-capture,14461551
,,290,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:10:00Z,8023,delta,delta_block_time,14462261,xmev-capture,14462260
,,291,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,11988,delta,delta_block_time,14462110,xmev-capture,14462109
,,292,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,11941,delta,delta_block_time,14461669,xmev-capture,14461668
,,293,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,3967,delta,delta_block_time,14462568,xmev-capture,14462567
,,294,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:00:00Z,11962,delta,delta_block_time,14461145,xmev-capture,14461144
,,295,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,20024,delta,delta_block_time,14461957,xmev-capture,14461956
,,296,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,19988,delta,delta_block_time,14461410,xmev-capture,14461409
,,297,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,3,delta,delta_block_time,14461092,xmev-capture,14461092
,,298,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,16016,delta,delta_block_time,14460793,xmev-capture,14460792
,,299,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,24,delta,delta_block_time,14462589,xmev-capture,14462589
,,300,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:10:00Z,24047,delta,delta_block_time,14462512,xmev-capture,14462510
,,301,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:30:00Z,16016,delta,delta_block_time,14462351,xmev-capture,14462350
,,302,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:30:00Z,60050,delta,delta_block_time,14461545,xmev-capture,14461544
,,303,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:10:00Z,1,delta,delta_block_time,14462510,xmev-capture,14462510
