,result,table,_start,_stop,_time,_value,_field,_measurement,host,timestamp
,,168,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:59:20Z,0,delta,delta_blocks,xmev-capture,1648454358480
,,169,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:27:20Z,0,delta,delta_blocks,xmev-capture,1648456039726
,,170,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:16:30Z,15,delta,delta_blocks,xmev-capture,1648455383236
,,171,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:16:50Z,2,delta,delta_blocks,xmev-capture,1648455403245
,,172,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:24:30Z,15,delta,delta_blocks,xmev-capture,1648455867599
,,173,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:15:20Z,0,delta,delta_blocks,xmev-capture,1648455315184
,,174,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:08:30Z,5,delta,delta_blocks,xmev-capture,1648454906866
,,175,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:36:10Z,10,delta,delta_blocks,xmev-capture,1648456568099
,,176,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:14:50Z,4,delta,delta_blocks,xmev-capture,1648455287164
,,177,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:27:00Z,12,delta,delta_blocks,xmev-capture,1648456011707
,,178,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:34:40Z,2,delta,delta_blocks,xmev-capture,1648456476027
,,179,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:46:20Z,5,delta,delta_blocks,xmev-capture,1648453573946
,,180,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:20:10Z,13,delta,delta_blocks,xmev-capture,1648455607419
,,181,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:25:20Z,0,delta,delta_blocks,xmev-capture,1648455911635
,,182,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:09:40Z,5,delta,delta_blocks,xmev-capture,1648454978921
,,183,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:32:10Z,6,delta,delta_blocks,xmev-capture,1648456319922
,,184,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:03:50Z,5,delta,delta_blocks,xmev-capture,1648454626681
,,185,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:42:20Z,14,delta,delta_blocks,xmev-capture,1648453337755
,,186,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:59:00Z,2,delta,delta_blocks,xmev-capture,1648454338470
,,187,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:12:20Z,5,delta,delta_blocks,xmev-capture,1648455139047
,,188,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:05:20Z,6,delta,delta_blocks,xmev-capture,1648454714770
,,189,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:36:40Z,15,delta,delta_blocks,xmev-capture,1648456592104
,,190,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:49:40Z,0,delta,delta_blocks,xmev-capture,1648453770087
,,191,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:03:10Z,0,delta,delta_blocks,xmev-capture,1648454582693
,,192,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:39:50Z,19,delta,delta_blocks,xmev-capture,1648456784246
,,193,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:48:20Z,1,delta,delta_blocks,xmev-capture,1648453694025
,,194,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:33:30Z,2,delta,delta_blocks,xmev-capture,1648456407978
,,195,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:43:40Z,5,delta,delta_blocks,xmev-capture,1648453417807
,,196,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:19:40Z,13,delta,delta_blocks,xmev-capture,1648455571373
,,197,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:39:10Z,20,delta,delta_blocks,xmev-capture,1648456748216
,,198,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:58:20Z,1,delta,delta_blocks,xmev-capture,1648454294431
,,199,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:01:50Z,4,delta,delta_blocks,xmev-capture,1648454502580
,,200,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:56:30Z,6,delta,delta_blocks,xmev-capture,1648454186369
,,201,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:10:00Z,0,delta,delta_blocks,xmev-capture,1648454998952
,,202,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:47:20Z,13,delta,delta_blocks,xmev-capture,1648453629993
,,203,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:55:30Z,2,delta,delta_blocks,xmev-capture,1648454122322
,,204,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:14:50Z,3,delta,delta_blocks,xmev-capture,1648455283158
,,205,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:17:50Z,16,delta,delta_blocks,xmev-capture,1648455467300
,,206,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:21:30Z,1,delta,delta_blocks,xmev-capture,1648455687451
,,207,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:37:50Z,2,delta,delta_blocks,xmev-capture,1648456660158
,,208,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:58:50Z,4,delta,delta_blocks,xmev-capture,1648454326484
,,209,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:32:30Z,8,delta,delta_blocks,xmev-capture,1648456339921
,,210,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:17:20Z,3,delta,delta_blocks,xmev-capture,1648455431298
,,211,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:38:30Z,8,delta,delta_blocks,xmev-capture,1648456700230
,,212,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:28:00Z,6,delta,delta_blocks,xmev-capture,1648456071769
,,213,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:33:00Z,17,delta,delta_blocks,xmev-capture,1648456371957
,,214,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:15:40Z,0,delta,delta_blocks,xmev-capture,1648455339212
,,215,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:43:50Z,4,delta,delta_blocks,xmev-capture,1648453425813
,,216,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:46:00Z,2,delta,delta_blocks,xmev-capture,1648453557905
,,217,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:13:50Z,5,delta,delta_blocks,xmev-capture,1648455223119
,,218,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:44:20Z,7,delta,delta_blocks,xmev-capture,1648453453856
,,219,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:46:10Z,0,delta,delta_blocks,xmev-capture,1648453561955
,,220,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:47:30Z,3,delta,delta_blocks,xmev-capture,1648453641990
,,221,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:56:20Z,0,delta,delta_blocks,xmev-capture,1648454174404
,,222,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:12:10Z,6,delta,delta_blocks,xmev-capture,1648455123029
,,223,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:30:10Z,2,delta,delta_blocks,xmev-capture,1648456207827
,,224,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:46:30Z,0,delta,delta_blocks,xmev-capture,1648453585934
,,225,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:04:20Z,3,delta,delta_blocks,xmev-capture,1648454650685
,,226,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:44:30Z,0,delta,delta_blocks,xmev-capture,1648453469852
,,227,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:34:10Z,4,delta,delta_blocks,xmev-capture,1648456448059
,,228,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:26:00Z,2,delta,delta_blocks,xmev-capture,1648455959653
,,229,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:38:10Z,11,delta,delta_blocks,xmev-capture,1648456684172
,,230,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:16:30Z,0,delta,delta_blocks,xmev-capture,1648455387236
,,231,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:14:40Z,19,delta,delta_blocks,xmev-capture,1648455275143
,,232,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:51:30Z,3,delta,delta_blocks,xmev-capture,1648453882152
,,233,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:29:40Z,3,delta,delta_blocks,xmev-capture,1648456179829
,,234,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:37:30Z,8,delta,delta_blocks,xmev-capture,1648456648152
,,235,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T07:53:30Z,11,delta,delta_blocks,xmev-capture,1648454002242
,,236,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:23:00Z,4,delta,delta_blocks,xmev-capture,1648455775540
,,237,2022-03-28T07:41:39.415864037Z,2022-03-28T08:41:39.415864037Z,2022-03-28T08:36:40Z,1,delta,delta_blocks,xmev-capture,1648456596108

